번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
88,항공기 내 무기 반입이 예외적으로 허가되는 대상인 '특정한 직무'에 해당하지 않는 것은?,,「대통령 등의 경호에 관한 법률」에 따른 경호업무,외국정부의 중요 인물을 경호하는 해당 정부의 경호업무,항공기 내의 불법방해행위를 방지하는 항공기내보안요원의 업무,사설 경호업체의 대표이사가 지정한 일반 민간인 VIP 특별 경호업무,4,사설 경호업체의 업무는 법령에 규정된 '특정한 직무'에 포함되지 않는다. (시행령 제18조의2)
89,보안검색교육기관의 시설 및 장비 지정기준에 대한 설명으로 옳은 것은?,,단위시설 중 실습실 면적은 최소 60제곱미터 이상이어야 한다.,교육기관은 모의폭발물 및 도검류 등 교육용 위해물품을 20종 이상 보유해야 한다.,방음시설은 「소음·진동관리법」에 따른 생활소음 규제기준에 적합하여야 한다.,보안검색교육을 위한 교육훈련 프로그램(CBT)은 선택 사항으로 보유하지 않아도 무방하다.,3,실습실 면적은 45제곱미터 이상(오답 1)이며 위해물품은 30종 이상 보유(오답 2)해야 하고 CBT는 필수 보유 장비(오답 4)이다. 방음시설 규제기준 적합은 옳은 설명이다 (시행규칙 별표 1).
90,"거짓된 사실의 유포, 폭행, 협박 및 위계로써 공항운영을 방해한 자에 대한 법정형으로 옳은 것은?",,10년 이하의 징역,7년 이하의 징역 또는 5천만원 이하의 벌금,5년 이하의 징역 또는 5천만원 이하의 벌금,3년 이하의 징역 또는 3천만원 이하의 벌금,3,법 제45조(공항운영 방해죄)에 따라 거짓된 사실 유포·폭행·협박·위계로 공항운영을 방해한 사람은 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.
91,국토교통부장관의 성능 인증을 받은 항공보안장비를 사용하지 않은 경우의 과태료 부과 기준으로 옳은 것은?,,1차 위반: 250만원 / 2차 위반: 400만원 / 3차 이상: 500만원,1차 위반: 500만원 / 2차 위반: 750만원 / 3차 이상: 1000만원,1차 위반: 500만원 / 2차 위반: 1000만원 / 3차 이상: 1000만원,1차 위반: 1000만원 / 2차 위반: 1000만원 / 3차 이상: 1000만원,2,시행령 별표 과태료 부과기준에 따르면 성능 인증을 받은 장비를 사용하지 않은 경우(법 제27조 위반) 1차 500만·2차 750만·3차 이상 1000만원의 과태료가 부과된다.
92,인증기관 또는 시험기관의 수수료에 대한 설명으로 옳지 않은 것은?,,시험기관의 성능 검사 수수료에는 장비사용료 항목으로 감가상각비와 시설유지비가 포함된다.,인증기관은 수수료 납부대상자가 「중소기업기본법」에 따른 중소기업자인 경우 수수료를 감면할 수 있다.,시험·검사대상 인증제품의 운반비는 기본료와 직접비용에 합산되어 청구된다.,인증기관 또는 시험기관은 법령에 정해진 수수료 외에 별도의 부과금을 받을 수 없다.,3,운반비는 '그 밖의 비용(추가적인 지출비용)'에 해당하며 직접비용이나 기본료에 포함되는 것이 아니다 (시행규칙 별표 4).
93,항공운송사업자의 자체 우발계획에 반드시 포함되어야 할 사항으로 짝지어진 것은?,"ㄱ. 공항시설 위협시의 대응대책
ㄴ. 항공기납치 방지대책
ㄷ. 폭발물 또는 생화학무기 위협시의 대응대책
ㄹ. 항공기 납치시의 대응대책","ㄱ, ㄴ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",3,"규칙 제18조에 따라 항공운송사업자 자체 우발계획에는 공항시설 위협시 대응대책, 항공기납치 방지대책, 폭발물/생화학무기 위협시 대응대책이 포함된다. '항공기 납치시의 대응대책'은 공항운영자의 자체 우발계획 사항이다."
94,항공보안 감독관 및 현장점검에 관한 설명 중 옳지 않은 것은?,,감독관은 공항운영자등의 정상적인 업무수행을 방해하여서는 아니 된다.,감독관은 법령 위반 사실을 발견한 때에는 긴급한 조치가 필요하더라도 즉각 현장조치 지시 없이 무조건 국토부장관에게 먼저 서면 보고해야 한다.,국토교통부장관은 점검업무 수행을 위하여 필요한 경우 항공기 및 공항시설에 출입하여 검사할 수 있다.,점검 결과 개선이 필요하다고 인정되면 공항운영자등에게 시정조치 또는 보안대책 수립을 명할 수 있다.,2,긴급한 조치가 필요한 때에는 '현장조치 지시를 하고' 장관이나 지방항공청장에게 보고하여야 한다 (규칙 제19조제3항).
95,항공보안 자율신고 절차에 관한 설명으로 옳은 것은?,,보호구역에 허가 없이 진입한 사실은 항공보안 자율신고 대상에 해당하지 않는다.,자율신고를 접수한 한국교통안전공단은 이를 반기별로 국토교통부장관에게 보고하여야 한다.,긴급한 조치가 필요한 신고의 경우에는 접수 후 지체 없이 국토교통부장관에게 보고하여야 한다.,공항운영자등은 자율신고를 이유로 소속 임직원에게 징계 처분을 내릴 수 있다.,3,자율신고 대상에 무단진입 사실이 포함되며(오답 1) 보고는 '분기별'로 하되 긴급 시 지체 없이 보고해야 한다(오답 2·정답 3). 자율신고를 이유로 한 불이익 조치는 전면 금지된다(오답 4).
96,조종실 출입문 보안강화 규제에 대한 재검토 기한 규정으로 옳은 것은?,,국토교통부장관은 2020년 1월 1일을 기준으로 1년마다 타당성을 검토하여야 한다.,국토교통부장관은 2020년 1월 1일을 기준으로 2년마다 타당성을 검토하여야 한다.,국토교통부장관은 2020년 1월 1일을 기준으로 3년마다 타당성을 검토하여 개선 등의 조치를 하여야 한다.,국토교통부장관은 2020년 1월 1일을 기준으로 5년마다 타당성을 검토하여야 한다.,3,규칙 제20조에 따라 국토교통부장관은 조종실 출입문 보안조치에 대해 2020년 1월 1일을 기준으로 3년마다 타당성을 검토해야 한다.
97,기장등의 업무를 위계 또는 위력으로써 방해한 사람에 대한 벌칙으로 옳은 것은?,,10년 이하의 징역,10년 이하의 징역 또는 1억원 이하의 벌금,5년 이하의 징역 또는 5천만원 이하의 벌금,3년 이하의 징역 또는 3천만원 이하의 벌금,2,법 제49조제1항에 따라 기장등의 업무를 방해한 사람은 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다.
98,상용화주의 지정기준 중 '시설' 요건에 해당하지 않는 것은?,,여객기에 탑재하는 화물의 보안검색을 위한 엑스선 검색장비 구비,화물을 포장 또는 보관할 수 있는 시설로서 일반구역과 분리될 것,보안검색이 완료된 화물과 미완료 화물이 섞이지 않도록 분리할 수 있는 시설,보기 2번과 3번은 상용화주 지정의 시설 기준에 해당한다.,1,규칙 제9조의2제1항에 따른 상용화주 지정기준에서 '엑스선 검색장비'는 시설 기준(제3호)이 아닌 '장비' 기준(제1호)이다.
99,19세 미만 승객의 본인 일치 여부 확인 시 인정되는 신분증명서가 아닌 것은?,,주민등록표 등본 또는 초본,학교에서 발급하는 학생증 또는 재학증명서,가족관계증명서 및 건강보험증,사진과 성명만 포함되어 있고 생년월일은 제외된 청소년증,4,규칙 제8조의5제2항에 따르면 19세 미만 승객의 경우 사진 부착 여부와 무관하게 성명 및 '생년월일' 등이 포함되어 본인임을 확인할 수 있어야 한다. 생년월일이 제외된 것은 신분증명서로 인정되지 않는다.
100,양벌규정에 관한 설명으로 옳은 것은?,,법인의 종업원이 업무에 관하여 제50조의 위반행위를 하면 법인에게도 해당 조문의 벌금형을 부과하며 예외는 없다.,법인이 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 법인에게 벌금형을 과하지 아니한다.,개인의 대리인이 위반행위를 한 경우 행위자만 처벌받고 개인 영업주에게는 벌금형을 부과할 수 없다.,양벌규정은 법 제40조(항공기 납치죄) 위반 시에도 동일하게 적용된다.,2,법 제50조의2 단서에 따라 상당한 주의와 감독을 게을리하지 아니한 경우에는 양벌규정이 적용되지 않는다(정답 2). 개인 영업주도 처벌되며 양벌규정은 '제50조(벌칙: 신분증위조·업무방해 등)' 위반 시에 한정하여 적용된다.
