번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
65,항공교통업무제공자의 시설 운영시간 및 관제실 근무인원에 대한 설명으로 옳지 않은 것은?,,운영시간 동안 관제실에 상시 최소 2인 이상의 항공교통관제사가 근무하도록 하여야 한다.,생리적인 필요에 의하여 근무석을 이탈해야 할 경우 제한된 시간에 한하여 1명이 근무할 수 있다.,운항하는 항공기가 없는 시간에 한하여 관제사의 피로관리를 위한 일시적 휴식 목적일 경우 제한적으로 1명이 근무할 수 있다.,"24시간 계속 운영되지 않고 제한적으로 운영되는 경우, 업무 개시 및 종료 사실을 인접 시설에만 문서로 통보하면 되며 무선 방송은 생략할 수 있다.",4,"해설: 24시간 계속 운영되지 않고 제한적으로 운영되는 경우, 업무의 개시와 종료 시 적절한 주파수로 항공교통업무의 개시와 종료 사실을 '방송'하고, 관련된 항공교통업무제공자에 통보하여야 한다. [출처: 항공교통업무기준 제99조 제3항]"
66,근무인원 산정 시 별표 25의 관제인력 산정방식에 따라 고려해야 할 요소로 명시되지 않은 것은?,,교육훈련 등 비운영 업무 소요 시간,관제석 운영 시간 및 교통량 복잡도,항공교통관제사의 성별 및 연령 분포,"직무교육훈련 성공률 및 퇴직, 자연 감소 인원",3,"해설: 항공교통관제사의 성별 및 연령 분포는 인원 산정 방식의 고려 요소로 규정되어 있지 않다. 직무교육훈련 성공률, 예비인력, 비운영 시간 등이 포함된다. [출처: 항공교통업무기준 제97조 제2항]"
67,항공교통업무의 목적으로 명시된 사항이 아닌 것은?,,항공기 간의 충돌방지,기동지역 안에서 항공기와 장애물간의 충돌 방지,비행장 외곽 접근도로의 차량 및 일반 보행자 교통 흐름 촉진,수색·구조를 필요로 하는 항공기에 대한 정보를 관계기관에 정보 제공 및 협조,3,해설: 비행장 외곽 접근도로의 차량이나 보행자의 교통 흐름 촉진은 항공교통업무의 목적이 아니다. 항공교통흐름의 질서유지 및 촉진이 정답이다. [출처: 항공교통업무기준 제7조]
68,"관제사-조종사 데이터링크통신(CPDLC) 전문에 대한 음성 복창(Read-back) 요구 기준에 대한 설명으로 옳은 것은? (단, 관계 항공교통업무제공자가 별도로 정하는 경우는 제외한다)",,안전 관련 중요 허가의 경우 반드시 음성 복창을 요구해야 한다.,CPDLC 전문에 대하여 음성 복창을 요구할 수 없다.,기상 악화 시 또는 비상 상황에 한하여 음성 복창을 요구할 수 있다.,조종사의 요청이 있는 경우에 한하여 관제사가 음성 복창을 지시하여야 한다.,2,"해설: 관계 항공교통업무제공자가 별도로 정하는 경우를 제외하고, 관제사-조종사 데이터링크통신(CPDLC) 전문에 대한 음성 복창을 요구할 수 없다. [출처: 항공교통업무기준 제42조 제4항 제4호]"
69,관제책임의 이양(Transfer of Responsibility for Control)에 대한 설명으로 가장 옳지 않은 것은?,,지역관제업무를 제공하는 시설 간 이양은 공동 경계선을 횡단할 것으로 예상하는 시점 또는 합의된 지점에 이루어진다.,"지역관제업무와 접근관제업무가 동일한 시설에서 제공되지 않는 경우, 원칙적으로 관제공역 비행 항공기의 관제책임은 지역관제시설에 있다.",지역관제시설에 의해 접근관제시설로 이양된 도착 항공기에 대한 관제책임은 인계가 완료된 시점부터 접근관제시설에 있다.,"접근관제 시설이 지역관제 시설로 이양할 때, 통신 혼선을 방지하기 위해 항공기가 완전히 관제구역을 벗어나 기존 통신이 단절된 이후에만 이양을 개시해야 한다.",4,"해설: 두 시설 간 합의된 관제이양 지점 또는 시점에 이양해야 하며, 완전히 통신이 단절된 이후에만 개시하는 것은 안전상 불가하며 명시된 절차와 맞지 않다. [출처: 항공교통업무기준 제41조 제1항]"
70,항공교통업무 우발계획(Contingency Plan) 수립 시 고려해야 할 사항으로 <보기>에서 모두 고른 것은?,"ㄱ. 공역의 가용성 및 업무 제공에 영향을 주는 자연재해, 군사분쟁
ㄴ. 항공교통업무 제공에 영향을 미치는 노동쟁의 등 예측 가능한 사건
ㄷ. 우발상황의 진행상황 파악 및 후속조치를 위한 상황관리체계
ㄹ. 항공교통업무 기능 정상 복구 시까지 우발상황 정보의 수집, 갱신을 위한 체계","ㄱ, ㄴ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,"해설: 보기의 ㄱ, ㄴ, ㄷ, ㄹ 항목 모두 항공교통업무 우발계획 수립 시 필수적으로 고려해야 할 사항에 포함된다. [출처: 항공교통업무기준 제35조 제2항]"
71,항행업무의 운영 상태에 관한 정보 통보와 관련된 내용으로 가장 옳지 않은 것은?,,"항공교통업무시설은 이륙, 출발, 접근 및 착륙에 필수적인 무선항행업무 및 시각보조시설 상태 정보를 지속적으로 통보받아야 한다.",무선항행업무와 시각보조시설의 사용 상태 변경 정보는 24시간마다 주기적으로 모아서 관련 시설에 일괄 통보되어야 한다.,항공교통업무시설은 당해 정보를 지체 없이 통보받기 위해 해당 시설을 관리하는 자와 정보교환에 관한 합의서를 체결해야 한다.,지상이동에 필수적인 무선항행업무 및 시각보조시설의 운영상태 정보 또한 통보 대상에 포함된다.,2,해설: 관련된 항행업무 및 보조시설의 사용 상태와 동일한 정보가 24시간 일괄이 아니라 '적시에(지체없이)' 관할 항공교통업무시설에 통보되어야 한다. [출처: 항공교통업무기준 제62조 제2항]
72,항공교통관제허가 발부 시 다운스트림 허가(Downstream clearance)에 대한 설명으로 가장 옳지 않은 것은?,,해당 항공기를 관할하고 있는 시설이 아닌 다른 항공교통관제시설이 발부하는 허가를 말한다.,"다운스트림허가를 받는 동안, 항공기는 현재 관제 중인 항공교통관제시설과 양방향 통신을 유지하여야 한다.",사전 조정되지 않은 다운스트림허가는 발부 시설 관할 밖 공역에서 항공기의 기존 비행 프로파일에 영향을 미쳐서는 안 된다.,"데이터링크 통신을 이용하여 다운스트림허가 전달을 지원하는 경우, 다운스트림 발부 시설과 조종사 간의 양방향 음성통신은 보안을 위해 차단되어야 한다.",4,해설: 데이터링크통신을 이용하여 다운스트림허가 전달을 지원하는 경우에는 가능한 한 다운스트림허가를 발부하는 항공교통관제시설과 조종사 간 '양방향 음성통신이 가능하도록' 하여야 한다. [출처: 항공교통업무기준 제42조 제5항 제3호 라목]
73,별표 1의 IFR 비행에 대한 최저 순항고도 배정에 대한 내용으로 가장 옳지 않은 것은?,,"관련 항공교통업무기관에 의해 특별히 승인된 경우를 제외하고, 설정된 비행 최저비행고도 미만의 순항고도를 배정해서는 안 된다.",사용 가능한 가장 낮은 비행고도는 설정된 최저비행고도에 상응하거나 그 이상의 비행고도를 말한다.,관제구의 일부분에 대한 사용 가능한 최저 비행고도는 군사작전 요건에 의해서만 독점적으로 결정된다.,"지역항행협정에 의거하여 특정 지역에 대한 전이고도가 설정된 경우를 제외하고, 사용 가능한 최저비행고도 미만인 경우 고도(altitude)로 수직 위치를 표현한다.",3,"해설: 관제구의 일부분에 대한 사용 가능한 최저 비행고도는 군사작전 요건이 아닌 '항공교통업무 요건에 따라 결정'된다. [출처: 항공교통업무기준 별표 1, 4.10.3 주기2]"
74,데이터 링크를 통해 전송되는 일상적인 항공관측보고(Routine air-reports)의 제1절 '위치정보'에 포함되지 않는 요소는?,,항공기 식별부호 및 현재 위치,비행고도 또는 고도,다음 통과할 비행지점 및 시간,도착예정시간 (Estimated time of arrival),4,"해설: 도착예정시간(ETA)은 제1절 위치정보가 아닌 제2절 '운항정보(Operational information)'에 포함되는 항목이다. [출처: 항공교통업무기준 별표 1, 4.12.2.1]"
75,비행정보실(FIC)이 매일 24:00 기준으로 정리하여 업무일지에 기록하여야 하는 통계자료로 규정되지 않은 것은?,,AFTN 비행계획서 및 관련 전문 처리량,항공기 조난정보 접수 및 조치실적,남북한 간 운항실적,각 비행장별 관제탑 이착륙 항공기 총 누적 중량,4,"해설: 비행정보실의 통계자료 항목에 각 비행장별 관제탑 이착륙 항공기 총 누적 중량은 명시되어 있지 않다. 비행계획서 처리량, 레이더 위치추적, 영공통과 대수 등이 포함된다. [출처: 항공교통업무기준 제100조 제4항]"
76,"데이터링크 통신 개시 절차(DLIC)에 대한 설명으로 가장 옳지 않은 것은? (별표 1, 4.15 참조)",,"항공교통업무시설의 데이터링크 응용프로그램이 사용되는 공역에 진입하기 전, 데이터링크 통신을 시작하여 항공기를 등록해야 한다.",항공교통업무시설과 관련된 로그온 어드레스 및 절차는 항공정보간행물에 등재되어야 한다.,"특정 비행정보구역은 복수의 로그온 어드레스를 가질 수 있으나, 둘 이상의 비행정보구역이 동일한 로그온 어드레스를 공유할 수는 없다.","지상 시스템이 다른 시설에 연결을 전달할 수 있는 경우, 통신 설정이 가능하도록 충분한 시간 내에 업데이트된 정보를 전달해야 한다.",3,"해설: 특정 비행정보구역은 복수의 로그온 어드레스를 가질 수 있으며, '둘 이상의 비행정보구역이 동일한 로그온 어드레스를 공유할 수도 있다.' [출처: 항공교통업무기준 별표 1, 4.15.1.2 주기1]"
77,비행장 상태 및 관련 시설의 운영 상태 통보를 위해 비행장관제탑 및 접근관제시설이 공항운영자와 체결하는 정보교환 합의서에 포함될 사항이 아닌 것은?,,이동지역 내 또는 인접한 구역에서의 건설 또는 유지보수 작업,"지상에 주기된 항공기, 지상 또는 공중의 새를 포함한 기타 일시적인 위해 요인",비행장 등화시설의 일부 또는 전체의 고장 또는 불규칙한 작동,공항 내 입점한 상업시설의 임시 휴업 현황,4,해설: 공항 내 상업시설의 임시 휴업 현황은 항공기 운항 및 기동지역 안전과 무관하므로 합의서에 포함될 사항이 아니다. [출처: 항공교통업무기준 제61조 제2항]
78,항공교통업무제공자가 공역 또는 공항의 분리최저치를 축소하고자 할 때 수행해야 하는 조치로 옳은 것은?,,타 서비스 제공자에게 영향을 미치더라도 절차의 신속성을 위해 단독으로 결정하여 시행할 수 있다.,"안전 수준 확인을 위한 정량적 기준을 마련해야 하지만, 어떠한 경우에도 운영상 전문적 판단으로 안전위험평가를 대체할 수는 없다.",안전 위험도 평가(safety risk assessment)를 시행하고 허용 가능한 안전수준이 확보된 이후에만 분리최저치를 축소할 수 있다.,변경 사항을 적용한 후에는 모니터링 절차를 완전히 종료하여 행정적 부담을 경감시켜야 한다.,3,"해설: 분리최저치 축소 시 안전 위험도 평가를 시행하고 허용 가능한 안전수준이 확보된 이후에만 변경할 수 있으며, 타 기관에 영향 시 협의해야 하고, 적용 후 지속적 감시(모니터링)를 수행해야 한다. 정량적 기준을 정할 수 없는 경우에는 운영상 전문적 판단으로 평가할 수 있다. [출처: 항공교통업무기준 제32조 제3항, 제4항, 제5항]"
79,항공기를 분리하는 방법 중 '혼합분리'에 대한 설명으로 가장 옳은 것은?,,"수직분리에 추가하여 종적 또는 횡적분리 중 하나의 방법을 혼합한 형태로, 각 분리 최저치의 절반 이상으로 적용하는 분리이다.","횡적분리와 종적분리를 동시 적용하되, 수직분리는 배제하여 항공교통 흐름을 극대화하는 방식이다.",혼합분리는 국제민간항공기구(ICAO) 지역항행협정에 구애받지 않고 관제사의 재량으로 임의 적용할 수 있다.,혼합분리 적용 시 수직분리 최저치는 항상 단일 분리 시의 2배 이상을 유지해야 한다.,1,"해설: 혼합분리는 수직분리에 추가하여 종적 또는 횡적분리 중 하나의 방법을 혼합한 형태로, 각 방법의 분리 최저치 절반 이상으로 적용한다. 다만 혼합분리 적용은 '지역항행협정에 따라야 한다'. [출처: 항공교통업무기준 제38조 제5항 제3호]"
80,항공교통업무제공자의 종사자 경력관리 및 임신한 관제사 보호 조치에 대한 설명으로 가장 옳지 않은 것은?,,경력관리 경로 상 직위에 대한 타당한 경력 및 능력기준을 제시하여야 한다.,임신이 확인된 항공교통관제사는 필요시 항공교통업무기관의 장에게 임신을 포함한 현재의 건강상태 등을 보고하여야 한다.,"의사의 권고로 정상근무가 불가능하다고 판단된 임신부 관제사에 대해, 인력 부족이 심각할 경우 관제석을 유지하되 심야 근무만을 면제할 수 있다.",임신한 항공교통관제사의 보호를 위하여 충분한 휴식시간을 보장하여야 한다.,3,해설: 의사의 권고 또는 이상 징후 등으로 정상근무가 불가능하다고 알린 때에는 직접적인 항공교통관제 업무를 배제하는 등 근무난이도를 고려하여 관제석 및 근무시간을 조정하여야 한다. 인력 부족을 이유로 예외를 둘 수 없다. [출처: 항공교통업무기준 제98조 제2항]
81,항공교통업무증명을 받은 항공교통업무제공자가 항공교통업무규정을 수립하거나 변경할 때 국토교통부장관에게 승인을 받기 위해 제출해야 하는 구비자료로 <보기>에서 옳은 것을 모두 고른 것은?,"ㄱ. 제·개정 사유서
ㄴ. 제·개정안
ㄷ. 신구조문대비표
ㄹ. 안전위험도평가서","ㄱ, ㄴ","ㄱ, ㄷ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",3,"해설: 항공교통업무규정을 제·개정하여 승인받고자 할 때는 1. 제·개정 사유서, 2. 제·개정안, 3. 신구조문대비표를 구비하여 제출하여야 한다. 안전위험도평가서는 별도 제출 구비서류 항목으로 명시되어 있지 않다. [출처: 항공교통업무기준 제93조 제4항]"
82,항공교통업무에 관련된 합의서 등을 체결하는 경우 필수적으로 포함되어야 하는 사항으로 명시되지 않은 것은?,,목적 및 적용범위,책임한계,협조절차(분리최저치 포함),우발상황 시의 대체 시설 설계도면,4,"해설: 합의서 필수 포함 사항은 1. 목적, 2. 적용범위, 3. 책임한계, 4. 협조절차(분리최저치 포함), 5. 효력 발생일, 6. 부칙 등이다. 우발상황 시의 대체 시설 설계도면은 합의서 필수 포함 사항이 아니다. [출처: 항공교통업무기준 제94조 제1항]"
83,항공교통업무제공자가 매년 11월 말까지 수립해야 하는 항공교통관제사 인력수급계획의 고려 요건에 대한 설명 중 <보기>의 빈칸에 알맞은 숫자를 바르게 짝지은 것은?,"ㄱ. 최근 ( A )년 이상의 항공교통관제량과 관제인력 증감 추이
ㄴ. 최소 ( B )년 이상의 항공여건 변화에 따른 업무량을 충족할 수 있는 숙련된 필요 관제인력","A: 3, B: 5","A: 5, B: 10","A: 10, B: 5","A: 10, B: 10",3,해설: 인력수급계획 수립 시 '최근 10년 이상'의 항공교통관제량 추이와 '최소 5년 이상'의 항공여건 변화에 따른 소요 인력을 고려하여야 한다. [출처: 항공교통업무기준 제96조 제1항]
84,항공교통업무시설의 녹음 및 녹화장비 운용에 대한 설명으로 가장 옳지 않은 것은?,,"통합 근무석이 주기적으로 개별 근무석으로 분리될 경우, 개별 근무석은 분리된 채널로 녹음하도록 한다.",녹음장비는 별도의 단일 채널에 시간을 녹음하도록 한다.,음성녹음시스템에 대한 녹음장비 및 감시자료 녹화/출력장치는 매주 1회 정기점검을 실시하여야 한다.,녹음·녹화 자료는 관건장치가 설치된 별도의 장소나 보관함에 보관하여야 한다.,3,해설: 음성녹음시스템에 대한 녹음장비와 감시자료 녹화 및 출력장치는 주 1회가 아니라 '매일 점검'하여야 한다. [출처: 항공교통업무기준 제103조 제1항 및 제2항]
85,항공교통업무 자동화시스템 구축 및 인적요인원칙에 대한 설명으로 가장 옳지 않은 것은?,,자동화시스템은 항공교통업무 종사자의 능력을 보조하고 확대할 수 있도록 설계하되 종사자의 역할을 완전히 대체하는 것으로 설계되어서는 안 된다.,"자동화시스템은 유용성, 적합성, 수용가능성을 최우선 목적으로 하여 설계되어야 한다.","항공교통 밀도, 항공기 기종 등에 관계없이 모든 시설에 동일한 표준 자동화시스템을 일괄 적용하여야 한다.","위험요소 해결방안으로 오차허용 및 회복, 사용자 기대에 대한 일관성, 비정상 상황 시 취급의 용이성 등을 충분히 고려해야 한다.",3,"해설: 항공교통 밀도, 항공기 기종 및 지상통신·항행안전시설에 따라 '추가 자동화시스템을 설치할 수 있다'고 규정되어 있으므로, 모든 조건에 관계없이 동일한 시스템을 일괄 적용한다는 것은 옳지 않다. [출처: 항공교통업무기준 제105조 제2항 제6호]"
86,항공기사고와 관련된 항적자료 관리에 대한 설명으로 가장 옳은 것은?,,"종이에 인쇄된 항적은 실제 비행로와 완전히 동일하게 출력되므로, 별도의 재생기를 통한 확인 절차가 요구되지 않는다.","컴퓨터 출력자료에는 '이 문서는 컴퓨터에 녹화된 자료로 출력된 것이며, 감시 장비의 정확한 자료가 아님'이라는 문구가 반드시 기재되어야 한다.",항적자료 및 교신내용 영문은 통상 사용하는 약어를 적극 활용하여 해독이 쉽도록 작성해야 한다.,교신내용 중 혼신 등으로 해독이 난해한 부분은 삭제하고 명확한 부분만을 제출한다.,2,해설: 1은 종이에 인쇄된 항적이 다를 수 있어 재생기를 통해 확인해야 한다. 3은 약어가 아닌 '원문'으로 작성해야 한다. 4는 해독이 난해한 부분에 별표(※)를 표시하고 기입해야 한다. 2가 정확한 규정 문구이다. [출처: 항공교통업무기준 제101조 제1항]
87,"고도(Altitude), 높이(Height), 비행고도(Flight level)의 정의에 관한 설명 중 가장 옳지 않은 것은?",,고도(Altitude)는 평균해수면(MSL)으로부터 측정된 수직거리를 말한다.,높이(Height)는 특정한 기준으로부터 측정한 수직거리를 말한다.,비행고도(Flight level)는 특정 지역의 평균해수면 기압을 기준으로 설정된 일정한 대기압 표면을 말한다.,표고(Elevation)는 평균해수면으로부터 측정한 지표면 또는 지표면에 부착된 지점까지의 수직 거리를 말한다.,3,"해설: 비행고도(Flight level)는 특정 지역의 기압이 아니라 '특정한 기압(표준대기압 1013.2hPa)'을 기준으로 하고 특정한 기압 간격으로 분리된 일정한 대기압 표면을 말한다. [출처: 항공교통업무기준 별표 1, 제1장 정의]"
88,항공교통업무기관의 안전검토(Safety Review) 시 점검해야 할 '운영 및 기술 관련 사항'에 해당하는 것만을 <보기>에서 모두 고른 것은?,"ㄱ. 수용량을 초과하지 않도록 교통량을 규제하는 절차의 수립 여부
ㄴ. 온도, 습도, 통풍, 조명 등의 근무환경이 설정된 수준을 충족하는지 여부
ㄷ. 시스템 고장 및 성능 저하에 관한 경고 및 탐지기능 제공 여부
ㄹ. 관제사가 항공기 비상 상황에 대한 적절한 재교육을 통해 업무 능력을 유지하는지 여부","ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄷ",2,"해설: ㄱ은 '규제 관련 사항(Regulatory issues)', ㄹ은 '자격증명 및 교육훈련 사항'에 속한다. ㄴ, ㄷ이 '운영 및 기술 관련 사항'에 해당한다. [출처: 항공교통업무기준 별표 1, 2.5.2]"
89,탄력적 공역 사용(Flexible use of airspace)을 위한 합의서 및 절차에 명시해야 할 내용으로 가장 옳지 않은 것은?,,관련 공역의 수평 및 수직 한계,군용 항공교통이 우선적으로 사용 가능한 공역의 등급,관련 항공교통관제시설에 공역을 이양하기 위한 조건,공역의 가용 기간 및 사용에 대한 제한사항,2,"해설: 탄력적 공역 사용 절차에는 '민간 항공교통이 사용 가능한 공역의 등급'을 명시해야 한다. 군용 항공교통 우선 사용 공역 등급을 명시하는 것이 아니다. [출처: 항공교통업무기준 별표 1, 3.1.5.2]"
90,중간 기착지를 경유하는 비행(Flights through intermediate stops)에 대한 허가 절차에 대한 설명으로 가장 옳은 것은?,,"항공기가 출발비행장에서 중간 기착 등 여러 단계를 비행계획으로 제출한 경우, 최초의 허가한계점은 최종 목적비행장이 되어야 한다.",중간기착 비행의 두 번째 단계 비행계획은 해당 항공기가 첫 번째 착륙비행장에 착륙하기 전에 활성화된다.,"항공기가 출발비행장에서 여러 단계의 비행계획을 제출한 경우, 최초의 허가한계점은 첫 번째로 착륙하는 비행장이 되어야 한다.",정기적으로 운항하는 항공기라도 관제구역 내 중간기착은 어떠한 경우에도 사전 허가가 불가능하다.,3,"해설: 여러 단계를 비행계획으로 제출한 경우, 최초의 허가한계점은 '첫 번째로 착륙하는 비행장'이 되어야 하며, 그 다음 부분에 대해 새로운 허가가 발부되어야 한다. [출처: 항공교통업무기준 별표 1, 4.5.3.1]"
91,"비행경로 허가와 관련하여 ""Cleared Flight Planned Route"" 용어의 사용에 대한 설명으로 가장 옳은 것은?",,이 용어는 비행계획과 무관하게 관제사가 신속한 허가를 위해 임의의 단축 경로를 제공할 때 사용한다.,"이 용어는 최초 허가 발부 시 사용할 수 있으며, 허가를 재발부할 때도 동일하게 사용해야 혼선을 방지할 수 있다.","이 용어는 허가하는 비행경로가 비행계획에 제출된 것과 동일할 때 사용하며, 허가를 재발부할 때는 사용하지 않아야 한다.",이 용어는 발간된 표준출발절차(SID)를 대체하는 목적으로만 사용된다.,3,"해설: ""Cleared Flight Planned Route""는 비행계획에 제출된 것과 동일하고 항공기가 경로를 명확히 설정할 수 있을 때 사용한다. 다만, '허가를 재발부할 때는 사용하지 않아야 한다.' [출처: 항공교통업무기준 별표 1, 4.5.7.2.2]"
92,"착륙 허가를 받은 항공기가 QFE(비행장 표고 기압)를 사용하여 접근을 완료할 때, 항공기의 수직위치 표현 기준으로 가장 옳지 않은 것은?",,일반적으로 QFE를 사용하는 비행구간 동안 비행장 표고로부터의 높이로 표현된다.,"활주로 시단이 비행장 표고보다 1m(3ft) 낮은 비정밀 접근 활주로의 경우, 활주로 시단 표고로부터의 높이로 표현되어야 한다.",정밀접근활주로의 경우 활주로 시단 표고로부터의 높이로 표현되어야 한다.,활주로 시단이 비행장 표고보다 2m(7ft) 이상 낮은 계기활주로의 경우 활주로 시단 표고로부터의 높이로 표현되어야 한다.,2,"해설: 예외적으로 활주로 시단 표고로부터의 높이로 표현되는 경우는 활주로 시단이 비행장 표고보다 '2m(7ft) 이상 낮을 경우'와 정밀접근활주로의 경우이다. 1m 낮은 경우는 비행장 표고 기준을 사용한다. [출처: 항공교통업무기준 별표 1, 4.10.1.2]"
93,전이비행고도(Transition level) 및 최저 비행고도 설정에 대한 설명으로 가장 옳지 않은 것은?,,전이비행고도는 당해 비행장에 대해 설정된 전이고도 이상에서 사용 가능한 최저 비행고도이다.,"협조 절차가 필요할 정도로 가까이 위치한 2개 이상의 비행장에 공통 전이고도가 설정된 경우, 공통 전이비행고도를 설정해야 한다.","국토교통부장관이 별도로 규정하지 않는 한, 사용 가능한 가장 낮은 비행고도는 설정된 최저비행고도에 상응하거나 그 이상의 비행고도이다.",전이비행고도는 당해 비행장에 대해 설정된 전이고도 이상에서 비행을 유지하기 위해 사용 가능한 가장 높은 비행고도를 의미한다.,4,"해설: 전이비행고도(Transition level)는 전이고도 이상에서 사용 가능한 '가장 낮은' 비행고도이다. 가장 높은 비행고도가 아니다. [출처: 항공교통업무기준 별표 1, 4.10.2.2]"
94,주요지점(Significant point)으로 정의되지 않은 비행경로 상에서의 위치보고 송신 간격에 대한 설명이다. <보기>의 빈칸에 알맞은 숫자를 바르게 짝지은 것은?,"주요지점으로 정의되지 않은 비행경로 상에서의 위치보고는 예외 규정을 제외하고, 비행시작 ( A )분 후에 가능한 빨리, 그리고 그 이후에는 매 ( B )시간 간격으로 항공기에 의해 이루어져야 한다.","A: 15, B: 1","A: 30, B: 1","A: 30, B: 2","A: 60, B: 2",2,"해설: 주요지점으로 정의되지 않은 비행경로에서는 비행시작 '30분' 후에 가능한 빨리, 그 이후에는 매 '1시간' 간격으로 위치보고를 하여야 한다. [출처: 항공교통업무기준 별표 1, 4.11.1.2]"
95,음성통신을 통해 특별항공관측보고(Special air-reports)를 접수한 경우 항공교통업무시설의 조치에 대한 설명으로 가장 옳은 것은?,,접수한 모든 기상 정보를 관련 비행장 운영자에게 즉시 일괄 통보하여야 한다.,활주로 제동상태에 적용되는 조건을 포함한 모든 정보를 지체없이 세계지역예보센터(WAFCs)에 직접 중계해야 한다.,활주로 제동상태에 적용되는 조건을 제외한 해당 정보를 지체없이 관련 기상감시소에 통보하여야 한다.,"활주로 제동상태 불량 보고를 접수한 경우, 어떠한 조치도 취하지 않고 조종사의 판단에 맡긴다.",3,"해설: 음성통신을 통해 특별항공관측보고를 접수한 경우, '활주로 제동상태에 적용되는 조건을 제외한' 해당 정보를 지체없이 관련 기상감시소에 통보하여야 한다. 제동상태 불량 정보는 관련 비행장 운영자에게 통보한다. [출처: 항공교통업무기준 별표 1, 4.12.6.3 및 4.12.7]"
96,"데이터링크 개시 실패 시, 항공기 운영자가 해결하기 위해 수립해야 하는 절차 중 조종사의 조치사항 순서로 가장 올바르게 나열된 것은?","ㄱ. 항공교통업무기관의 정확한 어드레스를 확인한다.
ㄴ. 데이터링크를 재개시한다.
ㄷ. FMS 또는 데이터링크 장비에서 가용한 비행계획 정보의 정확성과 일관성을 확인하고 필요한 변경을 수행한다.",ㄱ -> ㄷ -> ㄴ,ㄷ -> ㄱ -> ㄴ,ㄱ -> ㄴ -> ㄷ,ㄷ -> ㄴ -> ㄱ,2,"해설: 조종사의 조치 순서는 1. FMS 등에서 비행계획 정보 확인 및 변경(ㄷ) -> 2. 기관의 정확한 어드레스 확인(ㄱ) -> 3. 데이터링크 재개시(ㄴ) 이다. [출처: 항공교통업무기준 별표 1, 4.15.4.4]"
97,항공교통 분리 제공 원칙에 따라 수평 또는 수직 분리가 이루어져야 하는 대상과 공역의 짝지음으로 가장 옳지 않은 것은?,,A 및 B 등급 공역: 모든 항공기 간,"C, D, E 등급 공역: IFR 항공기 간",C 등급 공역: VFR 항공기와 VFR 항공기 간,모든 관제공역 등: IFR 항공기와 SVFR 항공기 간,3,"해설: C 등급 공역에서는 IFR과 IFR, IFR과 VFR 간 분리가 제공된다. VFR과 VFR 간에는 교통정보가 제공될 뿐 분리가 의무적으로 제공되지는 않는다. [출처: 항공교통업무기준 별표 1, 5.2.1.1]"
98,교체비행장의 종류와 그 정의에 대한 연결로 가장 옳지 않은 것은?,,이륙 교체비행장: 이륙 직후 착륙하여야 할 필요가 발생했으나 출발비행장 사용이 불가능하게 되었을 때 착륙할 수 있는 비행장,항공로 교체비행장: 항공로 상에서 회항이 결정된 경우 착륙할 수 있는 교체비행장,"목적지 교체비행장: 착륙예정 비행장에 착륙이 불가능할 경우에 착륙할 수 있는 비행장으로, 출발비행장은 결코 목적지 교체비행장이 될 수 없다.",쌍발항공기에 의한 장거리운항 교체비행장: ETOPS 운항 중 항공로 상에서 엔진정지 등의 비상상황 시 착륙할 수 있는 비행장,3,"해설: 목적지 교체비행장의 정의에서, 상황에 따라 '출발비행장이 교체비행장 또는 목적지 교체비행장이 될 수도 있다.' 절대 불가능하다는 설명은 틀리다. [출처: 항공교통업무기준 제5조 제16호 및 별표 1 제1장]"
99,항공기근접(Aircraft proximity)의 위험 정도 분류와 그 설명이 바르게 짝지어진 것은?,,충돌위험 (Risk of collision): 항공기의 안전에 지장이 있었을 경우,안전 미확보 (Safety not assured): 심각한 충돌위험이 있었을 경우,위험미결정 (Risk not determined): 위험정도 결정에 필요한 자료가 불충분하거나 상반되는 증거로 결정이 불가능한 경우,충돌위험 없음 (No risk of collision): 충돌위험은 있었으나 관제사의 즉각적 조치로 안전이 일시적으로 복구된 경우,3,"해설: '충돌위험'은 심각한 충돌위험이 있었을 경우, '안전 미확보'는 안전에 지장이 있었을 경우이다. '위험미결정'에 대한 설명이 정확하다. [출처: 항공교통업무기준 별표 1, 제1장 정의]"
100,"관제사의 경력관리, 임신부 관제사 보호 및 항공교통업무 운영시간에 대한 설명으로 가장 옳지 않은 것은?",,경력관리대상자는 해당 직위와 능력기준에 상응하는 적정교육과정을 이수해야 한다.,"임신한 항공교통관제사가 의사 권고로 정상근무 불가 시, 근무난이도를 고려하여 관제석 및 근무시간을 조정해야 한다.",항공기 회항 또는 조기 운항 등 특별한 경우에 한하여 공고된 운영시간을 변경하여 운영할 수 있다.,"심야 시간대 통행량이 극히 적은 관제탑의 경우, 사전 인가 없이 1명의 관제사만 상주하여 운영시간 전체를 커버할 수 있다.",4,"해설: 운영시간 동안 관제실에는 '상시 최소 2인 이상'이 근무해야 한다. 1인 근무는 생리적 이탈, 교통량 없는 시간대 팀장 판단하의 일시적 휴식 등 제한적인 상황에만 허용되며, 운영시간 전체를 1인으로 커버할 수는 없다. [출처: 항공교통업무기준 제99조 제2항]"
