번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
68,현행 항공사업법령상 항공운송사업자의 운송약관에 관한 설명으로 가장 옳지 않은 것은?,,국내항공운송사업자는 여객 운송약관 및 화물 운송약관을 각각 정하여 국토교통부장관에게 신고하여야 한다.,운송약관에는 여객이나 수하물 및 화물에 대한 책임의 한도와 면책에 관한 사항이 반드시 포함되어야 한다.,국토교통부장관은 항공교통이용자의 피해를 예방하기 위하여 표준 운송약관을 정하여 항공운송사업자에게 사용을 권장할 수 있다.,"외국인 국제항공운송사업자는 여객 운송약관을 인가받거나 신고할 의무가 없으며, 자국 법령에 따른 약관을 국내에서 그대로 적용할 수 있다.",4,"[출처: 항공사업법 제14조, 제54조, 제61조의3] 외국인 국제항공운송사업자 역시 우리나라와 외국 간에 체결된 항공 협정에 따라 운송약관을 정하여 국토교통부장관의 인가를 받거나 신고하여야 한다. 의무가 면제되는 것이 아니다."
69,현행 항공사업법령상 노선의 운휴 및 사업의 휴·폐업 신고 절차에 대한 설명 중 빈칸에 들어갈 알맞은 숫자의 합은?,"국내항공운송사업자는 노선을 ( A )개월 이상 운휴하려는 경우 미리 국토교통부장관에게 신고하여야 한다.
항공운송사업자가 폐업하려는 경우에는 폐업 예정일 ( B )일 전까지 미리 국토교통부장관에게 신고하여야 한다.",31,36,40,66,1,"[출처: 항공사업법 시행규칙 제21조, 제22조] 국내선 노선을 '1개월' 이상 운휴하려는 경우 미리 신고하여야 한다(A=1). 사업을 폐업하려는 경우에는 폐업 예정일 '30일' 전까지 신고하여야 한다(B=30). 따라서 1 + 30 = 31이다."
70,현행 항공사업법령상 행정처분의 일반기준 중 위반행위의 횟수에 따른 가중처분 기준에 대한 설명으로 가장 옳은 것은?,,위반행위의 횟수에 따른 가중처분은 최근 2년간 같은 위반행위로 행정처분을 받은 경우에 적용한다.,가중처분의 적용 기간은 위반행위에 대하여 행정처분을 한 날과 그 처분 후 다시 같은 위반행위를 하여 적발된 날을 기준으로 한다.,"적발된 날을 기준으로 최근 1년 이내에 3회의 행정처분을 받은 자가 다시 위반행위를 한 경우, 감경 없이 무조건 면허 또는 등록을 취소하여야 한다.",하나의 행위가 둘 이상의 위반행위에 해당하는 경우 가장 가벼운 처분기준만을 적용한다.,2,"[출처: 항공사업법 시행규칙 별표 1] 가중처분은 최근 '1년간' 같은 위반행위로 처분을 받은 경우에 적용되며, 그 기준일은 '처분을 한 날'과 '다시 적발된 날'이다. 또한 위반행위가 둘 이상인 경우 처분기준이 다르면 그 중 '무거운(가벼운 아님)' 처분기준에 따른다."
71,현행 항공사업법령상 타인에게 성명 또는 상호를 대여한 행위에 대한 제재 규정으로 가장 옳지 않은 것은?,,국제항공운송사업자가 자신의 상호를 대여하여 타인에게 항공사업을 경영하게 한 경우 국토교통부장관은 그 면허를 취소하거나 6개월 이내의 사업정지를 명할 수 있다.,초경량비행장치 사용사업자가 등록증을 대여한 경우 등록의 취소 또는 사업정지의 행정처분 대상이 된다.,"상호나 명의를 빌려 사업을 경영한 자에 대해서만 형벌이 부과되며, 명의를 빌려준 자는 행정처분(면허취소 등)의 대상이 될 뿐 형사처벌은 받지 않는다.","항공사업법은 면허증, 등록증 등의 명의 대여 및 차용 행위 모두를 엄격히 금지하고 있다.",3,"[출처: 항공사업법 제10조, 제28조, 제79조] 항공사업법 제10조는 명의 대여를 금지하며, 이를 위반하여 명의를 빌려준 자와 빌린 자(양벌적 성격) 모두 동등하게 형사처벌(1년 이하의 징역 또는 1천만원 이하의 벌금 등, 조문에 따라 차이 있음)의 대상이 된다. 행정처분과 형사처벌이 병과될 수 있다."
72,현행 항공사업법령상 국제항공운송사업자의 운수권 등에 관한 설명으로 가장 옳지 않은 것은?,,"운수권을 배분받은 항공운송사업자가 고의적인 사고로 사상자를 낸 경우, 국토교통부장관은 배분한 운수권의 전부 또는 일부를 회수할 수 있다.","운수권을 연간 20주 이상 사용하지 아니한 경우 운수권 회수 대상이 되나, 공항의 시설 미비 등 불가항력적인 사유가 인정되는 기간은 사용하지 아니한 주(週) 수에서 제외한다.",새로 개설되는 국제항공노선의 운수권은 원칙적으로 항공정책위원회의 심의를 거쳐 민간에 임의매각(경매) 방식으로 배분하여야 한다.,항공교통의 대중화 및 획기적 운임 인하 등 이용자 편익 증진 기여도는 운수권 배분 평가 기준에 포함된다.,3,"[출처: 항공사업법 제16조, 시행규칙 제16조] 운수권 배분은 '운수권 배분 심의위원회'의 심의를 거쳐 장관이 배분하는 것이며, 매각이나 경매 방식으로 배분하는 것이 아니다."
73,현행 항공사업법령상 외국인 국제항공운송사업의 인가 취소 사유에 해당하지 않는 것은?,,해당 국가에서 그 외국인 국제항공운송사업자에 대한 국제항공운송사업 비행허가가 취소된 경우,우리나라와 해당 국가 간에 체결된 항공 협정이 효력을 잃게 된 경우,외국인 국제항공운송사업자가 대한민국의 안전이나 사회의 안녕질서에 위해를 끼칠 현저한 우려가 있는 경우,대한민국 국내 노선(Domestic)에 대하여 대한민국 정부의 허가를 받지 않고 무단으로 운송 영업을 개시하였으나 즉각 시정한 경우,4,"[출처: 항공사업법 제59조, 동법 시행규칙 별표 1] 제59조(인가의 취소 등)에 따르면 본국 비행허가 취소, 협정 실효 또는 위반, 대한민국의 안전 및 안녕질서 위해 우려 등은 명시적 인가 취소/정지 사유에 해당한다. 외국 항공사의 국내 구간 수송(Cabotage) 위반은 원칙적으로 금지되며 처분 대상이나, '즉각 시정 시 처분 면제'나 '인가 취소 사유에서 배제'되는 명시적 예외 조항은 존재하지 않으며 위반 즉시 행정처분 대상이다. (문제 구성을 위해 법률에 없는 감경 사유를 4번에 임의 배치)"
74,현행 항공사업법령상 과징금 납부 통지를 받은 자가 천재지변 등으로 기한 내에 과징금을 낼 수 없을 때 납부기한의 연장 기준으로 가장 옳은 것은?,,그 사유가 없어진 날부터 7일 이내에 내야 한다.,그 사유가 없어진 날부터 14일 이내에 내야 한다.,그 사유가 없어진 날부터 30일 이내에 내야 한다.,그 사유가 없어진 날이 속하는 달의 말일까지 내야 한다.,1,"[출처: 항공사업법 시행령 제19조] 과징금 부과 통지를 받은 자는 납부 통지일부터 20일 이내에 지정 수납기관에 과징금을 내야 한다. 다만, 천재지변이나 그 밖의 부득이한 사유로 그 기간에 낼 수 없을 때에는 '그 사유가 없어진 날부터 7일 이내'에 내야 한다."
75,현행 항공사업법령상 사업의 면허나 등록의 취소를 제한(유예)할 수 있는 예외적 상황을 <보기>에서 모두 고른 것은?,"ㄱ. 면허를 받은 법인의 임원이 파산선고를 받았으나, 그 사유가 발생한 날부터 3개월 이내에 해당 임원을 개임한 경우
ㄴ. 상속인이 등록 기준에 미달하는 결격사유자이나, 피상속인 사망 후 6개월 이내에 그 사업을 타인에게 양도한 경우
ㄷ. 부정한 방법으로 국제항공운송사업 면허를 받았으나, 위반 사실을 스스로 국토교통부에 자진 신고(리니언시)한 경우
ㄹ. 항공기 사고로 사망자가 다수 발생하였으나, 해당 노선의 폐지가 국민 경제에 심대한 타격을 줄 우려가 있어 사업정지를 과징금으로 갈음한 경우","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공사업법 제28조, 제29조 등] 부정한 방법으로 면허를 취득한 경우(거짓 면허)는 기속취소(필수적 취소) 사유에 해당하며 자진 신고를 이유로 한 면허 취소 유예(면제) 제도는 항공사업법상 존재하지 않으므로 ㄷ은 틀린 설명이다. 과징금 갈음(ㄹ), 임원 개임(ㄱ), 상속 양도 기한 부여(ㄴ)는 모두 적법한 유예/갈음 조항이다."
76,현행 항공사업법령상 공항운영자가 항공교통이용자의 피해 예방 및 구제를 위하여 설치·운영하여야 하는 시설에 대한 설명으로 옳은 것은?,,공항운영자는 공항 내에 항공교통이용자를 위한 피해구제 전담기구를 의무적으로 설치하여야 한다.,공항운영자는 심야시간대 공항을 이용하는 여객을 위해 수면실 및 무료 식음료 제공 시설을 필수적으로 운영하여야 한다.,공항운영자는 공항에 항공교통이용자를 위한 안내 시설 및 휴식 시설 등 편의시설을 설치·운영하여야 한다.,"편의시설의 설치 의무는 인천국제공항과 김포, 김해, 제주 등 4대 주요 국제공항의 운영자에게만 국한된다.",3,"[출처: 항공사업법 제61조제3항] 공항시설법에 따른 공항운영자는 공항에 항공교통이용자를 위한 안내 시설, 휴식 시설 등의 편의시설을 설치ㆍ운영하여야 한다고 명시되어 있다. 전담기구의 의무 설치나 심야식음료 무료 제공 의무, 특정 공항으로의 한정 등은 법률에 명시되어 있지 않다."
77,현행 항공사업법령상 국내항공운송사업과 소형항공운송사업의 차이점 및 공통점에 대한 설명으로 가장 옳지 않은 것은?,,"국내항공운송사업은 국토교통부장관의 면허를 받아야 하나, 소형항공운송사업은 국토교통부장관에게 등록하여야 한다.",두 사업 모두 외국인 또는 외국인 지분이 2분의 1 이상인 법인은 사업을 영위할 수 없는 결격사유(외국인 지분 제한)가 공통으로 적용된다.,"국내항공운송사업은 50석 이상의 여객좌석을 가진 항공기를 사용하지만, 소형항공운송사업은 50석 이하의 항공기만을 사용하여야 한다.","국내항공운송사업자는 운임과 요금을 국토교통부장관에게 신고해야 하지만, 소형항공운송사업자는 완전 자율제로 운영되므로 신고 의무가 면제된다.",4,"[출처: 항공사업법 제14조, 제41조의2] 소형항공운송사업 역시 법 제41조의2(준용규정)에 따라 국내항공운송사업과 마찬가지로 여객 및 화물의 운임 및 요금을 국토교통부장관에게 '신고'하여야 하며, 운송약관 역시 신고 대상이다. 면제되지 않는다."
78,현행 항공사업법령상 항공기취급업에 관한 설명 중 가장 옳지 않은 것은?,,"항공기취급업에는 항공기 급유업, 항공기 하역업, 지상교통유도업, 수하물 처리업 등이 포함된다.",항공기취급업을 경영하려는 자는 자본금 요건 등 등록기준을 갖추어 관할 관청에 등록하여야 한다.,등록한 항공기취급업자가 취급하는 업무의 종류를 추가하려는 경우에는 변경등록 절차를 거치지 않고 신고만으로 갈음할 수 있다.,국가나 지방자치단체가 해당 사업을 경영하려는 경우에는 자본금 또는 자산평가액 요건을 적용하지 않는다.,3,[출처: 항공사업법 시행규칙 제44조(제47조에서 준용)] 항공기취급업 등록사항 중 '항공기취급업의 종류' 등 중요 사항을 변경하려는 경우에는 단순 신고가 아니라 '변경등록'을 하여야 한다.
79,현행 항공사업법령상 벌칙 중 법정 최고형(징역형 기준)이 가장 무거운 위반행위는?,,국토교통부장관의 사업정지명령을 위반하여 정지기간 중에 국제항공운송사업을 경영한 자,부정한 방법으로 항공기사용사업의 등록을 하고 사업을 영위한 자,타인에게 자기의 상호를 대여하여 국내항공운송사업을 경영하게 한 자,공무원의 출입·검사 현장에서 장부 파기를 통해 정당한 사유 없이 검사를 방해한 자,1,"[출처: 항공사업법 제78조] 무면허 경영(사업정지기간 중 경영 포함) 및 부정한 방법으로 '국내/국제항공운송사업' 면허를 받은 자 등은 '3년 이하의 징역 또는 3천만원 이하의 벌금'에 처한다. 반면 항공기사용사업 등의 부정 등록은 1년/1천만원, 명의대여는 1년/1천만원, 공무원 검사 방해는 1년/1천만원 수준의 벌칙을 받는다."
80,현행 항공사업법령상 운항개시의무(법 제19조)에 관한 설명으로 가장 옳지 않은 것은?,,국내항공운송사업 면허를 받은 자는 사업운영계획서에 적힌 운항개시예정일 이전에 노선의 운항을 개시하여야 한다.,천재지변 등 정당한 사유가 있을 때에는 국토교통부장관의 승인을 받아 운항개시예정일을 연기할 수 있다.,소형항공운송사업 등록을 한 자도 국내항공운송사업자와 동일하게 운항개시의무 규정이 준용되므로 예정일 이전에 운항을 개시하여야 한다.,"운항개시예정일 이전에 운항을 개시하지 않은 경우, 면허의 절대적 기속취소 사유에 해당하여 어떠한 예외 없이 즉각 면허를 취소하여야 한다.",4,"[출처: 항공사업법 제19조, 제28조, 시행규칙 별표 1] 운항개시예정일 이전에 운항을 개시하지 않은 행위 자체는 재량취소 또는 사업정지(1회 위반 시 노선 일부정지 20일)의 사유이다. 면허의 절대적 취소(기속취소) 사유는 '면허 취득 후 1년 내에 운항증명(AOC)을 받지 못한 경우' 등이다."
81,"현행 항공사업법령상 항공운송사업자가 운항개시예정일 이전에 운항을 개시할 수 없어 연기 승인을 받으려는 경우, 신청서 제출 기한으로 옳은 것은?",,운항개시예정일 7일 전까지,운항개시예정일 10일 전까지,운항개시예정일 14일 전까지,운항개시예정일 30일 전까지,2,[출처: 항공사업법 시행규칙 제19조] 운항개시예정일의 연기를 승인받으려는 자는 '운항개시예정일 10일 전까지' 연기사유 및 연기예정일 등을 적은 신청서를 국토교통부장관에게 제출하여야 한다.
82,현행 항공사업법령상 운수권 배분 심의위원회에 관한 설명으로 가장 옳지 않은 것은?,,심의위원회는 국토교통부장관이 지명하는 국토교통부 소속 고위공무원단에 속하는 공무원 1명을 위원장으로 한다.,위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 부위원장이 그 직무를 대행한다.,위원이 해당 안건의 당사자와 친족이거나 친족이었던 경우에는 해당 안건의 심의·의결에서 제척된다.,해당 안건의 당사자는 위원에게 공정한 심의·의결을 기대하기 어려운 사정이 있는 경우에는 기피 신청을 할 수 있다.,2,"[출처: 항공사업법 시행규칙 제16조, 제16조의2] 운수권 배분 심의위원회에는 별도의 부위원장 직책이 명시되어 있지 않으며, 위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 '위원장이 미리 지명한 위원'이 그 직무를 대행한다."
83,현행 항공사업법 시행령 [별표 1]에 따른 국내 및 국제항공운송사업 면허기준 중 '재무능력'에 관한 요건으로 빈칸에 들어갈 숫자의 연결이 옳은 것은?,"운항개시예정일부터 ( A )년 동안 사업운영계획서에 따라 예상되는 운영비 등을 충당할 수 있는 재무능력을 갖출 것. 다만, 운항개시예정일부터 ( B )개월 동안은 영업수익 및 기타수익을 제외하고도 해당 기간에 예상되는 운영비 등을 충당할 수 있어야 한다.","A: 1, B: 3","A: 2, B: 6","A: 3, B: 3","A: 3, B: 6",3,"[출처: 항공사업법 시행령 별표 1] 면허기준 중 재무능력은 운항개시예정일부터 '3년' 동안 예상되는 비용을 충당할 수 있어야 하며, 그 중 초기 '3개월' 동안은 영업수익 및 기타수익(수입)을 전면 배제하고도 자체 자금으로 비용을 충당할 수 있어야 한다."
84,현행 항공사업법령상 항공교통이용자의 피해구제 절차 및 계획에 관한 설명으로 가장 옳지 않은 것은?,,항공운송사업자는 피해구제 신청을 받은 날부터 14일 이내에 이를 처리하여야 한다.,"부득이한 사유로 처리기간을 연장하려는 경우에는 그 사유와 처리예정기한을 신청인에게 통지하여야 하며, 연장 기간은 최대 60일을 초과할 수 없다.","피해구제계획에는 항공기 지연·결항 시의 피해구제에 관한 사항, 수하물 분실·파손 시의 보상 등이 포함되어야 한다.",항공운송사업자는 마련한 피해구제절차 및 계획을 인터넷 홈페이지 등을 통해 소비자에게 안내하여야 한다.,2,"[출처: 항공사업법 시행규칙 제61조] 피해구제 신청을 받은 날부터 14일 이내에 처리하는 것이 원칙이며, 부득이한 사유로 기간을 연장할 경우 통지해야 하나 법령상 연장 기간에 대해 '최대 60일'과 같은 명시적인 제한 기한을 두고 있지는 않다. (오답 유도용 함정)"
85,현행 항공사업법령상 항공사업의 휴업 또는 폐업에 관한 규정 중 가장 옳은 것은?,,"항공운송사업자가 노선을 6개월 동안 운휴하려는 경우 미리 신고하여야 하며, 홈페이지 고지는 운휴 개시일 14일 전까지 완료해야 한다.",초경량비행장치 사용사업자가 폐업하려는 경우 폐업 예정일 1개월 전까지 관할 관청에 신고하여야 한다.,국내항공운송사업자가 폐업하려는 경우에는 폐업 예정일 30일 전까지 신고서와 함께 운항증명 사본을 제출하여야 한다.,"항공기대여업, 항공레저스포츠사업 등을 1개월 이상 휴업하려는 경우에는 미리 국토교통부장관에게 신고하여야 한다.",3,"[출처: 항공사업법 제23조, 제45조, 시행규칙 제22조, 제46조] 항공운송사업 폐업은 예정일 30일 전까지 신고해야 하며 면허증 등과 함께 '운항증명 사본'이 있는 경우 이를 첨부하여 제출한다. 사용사업이나 등록업의 경우 '1개월 이상'이 아닌 휴폐업 사실 자체를 신고토록 되어 있으며, 노선 운휴/폐지 시 홈페이지 고지는 '30일 전'까지 해야 한다."
86,현행 항공사업법령상 공무원의 출입·검사 및 보고 요구에 관한 제재 규정으로 적절하지 않은 것은?,,국토교통부장관의 명령에 따른 보고를 하지 아니하거나 거짓으로 보고한 자에게는 500만원 이하의 과태료를 부과한다.,"정당한 사유 없이 관계 공무원의 출입 또는 장부 검사를 거부, 방해, 기피한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.",정기 검사를 위반한 사업자에 대해서는 즉시 영업장 폐쇄 조치를 취할 수 있는 명시적 규정이 존재한다.,검사를 하는 공무원은 그 권한을 나타내는 증표를 지니고 이를 관계인에게 보여 주어야 한다.,3,"[출처: 항공사업법 제62조, 제79조, 제84조] 공무원의 검사 거부 등에 대해서는 형사처벌(1년/1천만원) 및 과태료 등의 제재가 있으나, 검사 위반만을 이유로 법령에 '즉시 영업장 폐쇄 조치'를 취할 수 있는 강제적 행정집행 권한은 명시되어 있지 않다."
87,현행 항공사업법령상 국제항공노선의 부정기편 운항에 관한 설명으로 가장 옳은 것은?,,국제항공운송사업의 면허를 받은 노선에서 부정기편을 운항하려는 경우 별도로 어떠한 절차를 거치지 않아도 된다.,국제항공운송사업자가 면허를 받은 노선이 아닌 다른 노선에서 부정기편을 운항하려면 국토교통부장관의 신고를 수리받아야 한다.,국제선 구간에서 부정기편 운항을 하려는 자는 국토교통부장관의 '허가'를 받아야 한다.,외국인 국제항공운송사업자가 대한민국에서 부정기편을 운항하려는 경우에는 운임 및 요금에 대해 인가를 받을 필요 없이 자유롭게 책정할 수 있다.,3,"[출처: 항공사업법 제24조, 제52조] 항공운송사업자 또는 외국인 국제항공운송사업자가 국제선 구간에서 정기편 외에 여객이나 화물을 운송(부정기편 운항)하려는 경우에는 국토교통부장관의 '허가'를 받아야 한다. 신고 사항이 아니다."
88,현행 항공사업법 시행령 [별표 3] 과태료 부과기준에서 과태료를 가중하여 부과하는 요건에 대한 설명 중 밑줄 친 부분과 일치하는 것은?,위반행위의 횟수에 따른 과태료의 가중된 부과기준은 최근 ____________ 같은 위반행위로 과태료 부과처분을 받은 경우에 적용한다.,1년간,2년간,3년간,5년간,1,[출처: 항공사업법 시행령 별표 3] 행정처분(시행규칙 별표 1)과 마찬가지로 과태료 가중 부과의 기준 기간 역시 '최근 1년간' 같은 위반행위로 처분을 받은 경우를 기준으로 한다.
89,현행 항공사업법령상 '항공기취급업' 등록의 자본금 및 자산평가액 기준으로 가장 옳지 않은 것은?,,항공기 급유업을 경영하려는 법인은 자본금 3억원 이상을 갖추어야 한다.,항공기 하역업을 경영하려는 개인은 자산평가액 4억 5천만원 이상을 갖추어야 한다.,수하물 처리업을 경영하려는 법인은 자본금 3억원 이상을 갖추어야 한다.,지상교통유도업을 경영하려는 법인은 자본금 1억원 이상을 갖추어야 한다.,4,"[출처: 항공사업법 시행령 별표 2] 항공기취급업(급유, 하역, 지상교통유도, 수하물 처리 등 포함)의 등록 자본금 기준은 일괄적으로 법인 3억원 이상, 개인 자산평가액 4.5억원 이상이다. 지상교통유도업도 3억원 이상이다."
90,현행 항공사업법령상 공익노선의 지정 및 지원에 관한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공정책위원회의 심의를 거쳐 벽지노선 등 수익성이 낮으나 공익 목적으로 유지가 필요한 노선을 공익노선으로 지정할 수 있다.,국토교통부장관은 공익노선을 운항하는 항공운송사업자에게 예산의 범위에서 운항에 따른 손실액을 지원할 수 있다.,공익노선 운항에 대한 지원금의 지급 기준 및 절차는 국토교통부장관이 임의로 정하여 고시한다.,"손실액의 산정 시에는 해당 노선의 직접 운항비와 간접 운항비, 운항수익 등을 종합적으로 고려하여야 한다.",3,"[출처: 항공사업법 제16조의2, 동법 시행규칙 제16조의3] 공익노선 운항에 따른 손실액의 지원 기준, 방법, 절차 등 구체적인 사항은 장관의 임의 고시가 아니라 '국토교통부령(시행규칙 제16조의3)'으로 정하도록 위임되어 명시되어 있다."
91,현행 항공사업법령상 사업의 인가 및 신고에 대한 연결 중 '인가' 대상에 해당하는 것은?,,국내항공운송사업 노선의 폐지,상업서류 송달업의 등록사항 중 대표자 변경,소형항공운송사업자인 법인 간의 합병,외국인 국제항공운송사업자의 운송약관 (해당 항공협정에 신고 대상으로 명시된 경우),3,"[출처: 항공사업법 제23조, 제26조, 제41조의2, 제51조] 1. 국내선 노선 폐지는 '신고', 2. 상업서류 송달업 대표자 변경은 '신고', 4. 협정에 명시된 경우 운송약관은 '신고' 사항이다. 반면 항공운송사업자(소형 포함) 법인 간의 합병은 국토부장관의 '인가' 대상이다."
92,현행 항공사업법령상 벌칙(징역 및 벌금)에 관한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 사업정지명령을 위반하여 정지기간에 국내항공운송사업을 경영한 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.
ㄴ. 인가를 받지 아니하고 국제항공운송사업의 운임을 변경한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.
ㄷ. 과징금을 내지 아니한 자는 1년 이하의 징역에 처한다.
ㄹ. 부정한 방법으로 초경량비행장치 사용사업 등록을 한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.","ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄱ, ㄷ, ㄹ",2,"[출처: 항공사업법 제78조, 제79조] 무면허나 면허 정지 중 사업(운송사업) 영위는 3년/3천만원(ㄱ 맞음). 운임 인가 위반은 500만원 이하의 벌금(제81조)이다. 과징금 미납은 국세 체납처분 예에 따른 강제징수 대상이지 그 자체로 징역형 대상이 아니다. 부정 등록(사용사업 등)은 1년/1천만원(ㄹ 맞음)이다."
93,현행 항공사업법령상 타인에게 성명 또는 상호를 대여한 명의대여 행위에 대한 행정제재로 가장 옳지 않은 것은?,,"항공운송사업자가 명의대여 금지를 위반한 경우, 국토교통부장관은 그 면허를 취소하거나 6개월 이내의 기간을 정하여 사업의 전부 또는 일부의 정지를 명할 수 있다.",항공기대여업자가 다른 사람에게 등록증을 빌려준 경우 이는 행정처분 사유에 해당한다.,"상업서류 송달업 신고자가 다른 사람에게 상호를 대여하여 사업을 하게 한 경우, 장관은 신고 효력을 상실시킬 수 있다.","명의대여 위반 사실이 적발된 경우, 선의의 피해자 보호를 위해 처분 전에 반드시 1개월 이상의 자진 시정기간을 부여하여야 한다.",4,"[출처: 항공사업법 제28조, 제30조] 명의대여는 법의 엄격한 금지사항(제10조)으로, 적발 시 재량적 행정처분(취소 또는 정지) 대상이 되며 형사처벌 대상이기도 하다. 선의의 피해자 보호를 이유로 처분 전에 의무적으로 1개월의 자진 시정기간을 부여해야 한다는 규정은 존재하지 않는다."
94,현행 항공사업법령상 항공보험 가입 요건에 관한 설명으로 빈칸에 들어갈 내용으로 가장 옳은 것은?,"국내항공운송사업을 시작하려는 자는 그 사업을 시작하기 ( A ) 여객, 수하물 및 화물 등에 대한 손해를 배상하기 위한 보험 또는 공제에 가입하여야 하며, 운항을 ( B ) 그 보험 또는 공제의 가입 상태를 유지하여야 한다.","A: 7일 전까지, B: 중단할 때까지","A: 전까지, B: 하는 동안에는","A: 30일 전까지, B: 하는 동안에는","A: 전까지, B: 종료 후 1년까지",2,"[출처: 항공사업법 제70조제1항] 국내항공운송사업자 등은 그 사업을 시작하기 '전까지' 보험 또는 공제에 가입하여야 하고, 운항을 '하는 동안에는' 그 가입 상태를 유지하여야 한다. 며칠 전까지라는 구체적 사전 기한 명시가 아닌 '시작하기 전까지'이다."
95,"현행 항공사업법령상 면허증, 등록증 등의 재발급에 관한 설명으로 가장 옳지 않은 것은?",,사업자는 면허증 등을 잃어버린 경우 재발급 신청서와 함께 잃어버린 사실을 증명하는 서류(사유서)를 첨부하여 국토교통부장관 등에게 제출하여야 한다.,사업자가 면허증 등이 헐어 못 쓰게 되어 재발급을 신청하는 경우에는 해당 면허증 등을 반납하여야 한다.,기재사항의 변경이 있어 재발급을 신청하는 경우에도 기존의 면허증 등을 첨부하여 제출하여야 한다.,"면허증의 재발급 신청은 사유가 발생한 날부터 반드시 14일 이내에 하여야 하며, 기한 경과 시 재발급이 거부된다.",4,"[출처: 항공사업법 시행규칙 제73조] 면허증, 등록증 또는 신고증명서를 잃어버리거나 헐어 못 쓰게 된 경우 등 재발급 사유가 발생하면 서식에 따라 재발급을 신청해야 한다. 다만, '14일 이내'와 같이 엄격한 법정 재발급 신청 기한 제한 및 기한 경과 시 영구 거부 규정은 두지 않고 있다."
96,현행 항공사업법령상 행정처분에 갈음하는 과징금의 부과 기준(시행령 별표 2)에서 여객운송 국내항공운송사업자의 1일당 과징금 기준금액을 산정할 때 기초가 되는 것은?,,해당 사업자의 전년도 전체 영업이익,해당 사업자의 전년도 해당 노선별 운송수입,해당 사업자의 자본금 규모,해당 사업자의 소유 항공기 대수,2,"[출처: 항공사업법 시행령 별표 2] 국내항공운송사업 등의 과징금 산정 시, 1일당 과징금 기준금액은 해당 위반행위와 관련된 노선의 '전년도 해당 노선별 1일 평균 운송수입(매출액)'을 기준으로 산정하는 것이 원칙이다. 영업이익이나 자본금 기준이 아니다."
97,현행 항공사업법령상 항공사업의 결격사유에 해당하지 않는 자는?,,"「항공사업법」을 위반하여 징역 1년에 집행유예 2년을 선고받고, 그 유예기간 중에 있는 자",파산선고를 받고 아직 복권되지 아니한 자,「공항시설법」을 위반하여 500만원의 벌금형을 선고받고 형이 확정된 날부터 1년이 지난 자,「항공안전법」을 위반하여 징역의 실형을 선고받고 집행이 끝난 날부터 2년이 지난 자,3,"[출처: 항공사업법 제9조] 항공 3법(항공사업법, 항공안전법, 공항시설법) 위반에 따른 결격사유는 '금고 이상의 실형 선고 및 집행 종료 후 3년 미경과' 또는 '금고 이상의 형의 집행유예 선고 후 유예기간 중'인 경우이다. 벌금형은 해당 법률에 따른 면허 결격사유로 명시되어 있지 않다."
98,"현행 항공사업법령상 외국인 지분제한의 예외(즉, 외국인 지분이 50% 이상이어도 영위할 수 있는 사업)에 해당하는 사업을 모두 고른 것은?","ㄱ. 상업서류 송달업
ㄴ. 항공기취급업
ㄷ. 국내항공운송사업
ㄹ. 항공기대여업
ㅁ. 항공기사용사업","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄷ, ㄹ, ㅁ","ㄱ, ㄴ, ㄹ, ㅁ",2,"[출처: 항공사업법 제9조, 제51조 등] 외국인 지분 2분의 1 이상 금지 결격사유는 항공운송사업(국내, 국제, 소형)과 항공기사용사업에만 적용된다(ㄷ, ㅁ 제외). 따라서 등록/신고업인 상업서류 송달업, 항공기취급업, 항공기대여업은 외국인 지분제한 없이 영위할 수 있다."
99,현행 항공사업법령상 권한의 위임(시행령 제62조)에 따라 관할 지방항공청장이 행사하는 권한이 아닌 것은?,,초경량비행장치 사용사업 등록의 취소,항공기취급업의 양도·양수 및 합병 등의 신고 수리,항공기사용사업의 사업계획 변경 등록,항공운송사업자(국내·국제)의 운임 및 요금 인가 및 변경명령,4,"[출처: 항공사업법 시행령 제62조] 대형 항공운송사업(국내항공운송사업 및 국제항공운송사업)의 면허, 노선 인가, 운임 요금의 인가/신고 및 변경명령 등 핵심 권한은 국토교통부장관의 고유 권한으로 남아 있으며, 지방항공청장에게 위임되지 않는다."
