번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
74,공지 음성통신 채널 변경 후 항공교통업무시설에 최초 교신 시 포함해야 하는 무선절차(Radiotelephony procedures) 요소에 해당하지 않는 것은?,,호출하고자 하는 항공국의 명칭,항공기가 대형(HEAVY) 범주에 속하는 경우 Heavy라는 단어,항공기의 출발 비행장 및 목적 비행장,배정된 속도 및 고도 (허가된 고도 유지 못하는 경우 통과고도 및 허가고도 포함),3,"해설: 별표 1 제4장 4.11.3에 규정된 최초 교신 포함 요소에는 항공국 명칭, 호출부호, Heavy/Super, 고도, 속도가 포함되나 출발/목적 비행장은 포함되지 않습니다. (출처: 별표 1 제4장)"
75,수직 속도 조절(Vertical speed control) 지시에 대한 설명으로 가장 옳은 것은?,,안전하고 질서정연한 교통흐름을 위해 빈번한 상승/강하율 변경지시를 적극 활용하여야 한다.,강하 중인 항공기에게 특정 강하율 이상을 유지하도록 지시하는 것은 규정상 불가능하다.,"운항승무원이 상승/강하율 지시를 따를 수 없다고 보고한 경우, 지체 없이 관련 항공기 간 간격 유지를 위한 대체 지시를 발부하여야 한다.","상승 중인 항공기에게 수직 속도 지시를 할 때, 항공기가 지정된 상승률을 유지할 수 있는 적정 고도 확인은 전적으로 조종사만의 책임이다.",3,"해설: 빈번한 변경은 지양해야 하며(1번 틀림), 특정 강하율 이상 지시가 가능하며(2번 틀림), 지정 상승/강하율 유지 가능 고도 확인은 관제사의 의무이기도 합니다(4번 틀림). (출처: 별표 1 제4장 4.7)"
76,관제항공기 순항고도 배정에 대한 규정으로 옳지 않은 것은?,,"항공로의 일부 구역이 관제공역 밖으로 지정된 상태에서 순항고도 변경이 필요한 경우, 변경은 가능한 한 비관제공역에서 이루어져야 한다.",항공교통관제시설은 관할 관제구역을 벗어나는 항공기에 대해 인접 여부와 관계없이 단일 순항고도만을 허가하는 것이 원칙이다.,동일 목적지로 비행하는 항공기의 순항고도는 가급적 목적지의 접근순서를 배정하는 데 적합하도록 배정한다.,"두 대 이상의 항공기가 동일 순항고도로 비행할 경우, 일반적으로 선행 항공기에게 우선권을 부여할 수 있다.",1,해설: 별표 1 제5장 5.3.3.3에 따르면 순항고도 변경은 가능한 한 '관제공역 내에서' 이루어져야 합니다. (출처: 별표 1 제5장)
77,"수직 분리최저치(VSM, Vertical separation minimum) 적용에 관한 설명으로 옳은 것은?",,"FL290 미만에서는 300m(1,000ft), FL290 이상에서는 600m(2,000ft)를 적용하는 것이 기본 원칙이다.","RVSM이 적용되는 모든 공역에서 FL410 이상 고도는 예외없이 300m(1,000ft) 분리가 적용된다.","FL290 이하의 고도에서는 600m(2,000ft) 수직 분리를 기본으로 한다.","지역항행협정에 의해 지정된 공역 내에서는 특정 조건 하에서도 FL410 이상의 고도에서 300m(1,000ft)를 적용할 수 없다.",1,"해설: 별표 1 제5장 5.3.2에 따라 기본 수직 분리최저치는 FL290 미만 300m(1,000ft), FL290 이상 600m(2,000ft)입니다. 지역항행협정 명시 시 특정조건 하에 FL410 미만 또는 이상에서 1000ft/2000ft가 적용됩니다. (출처: 별표 1 제5장)"
78,데이터링크 통신 개시 실패(Failure) 시 조치사항에 대한 설명으로 옳지 않은 것은?,,"데이터링크 개시 실패 시, 데이터링크 시스템은 해당 항공교통업무시설에 실패 알림을 제공해야 한다.","비행계획이 있는 경우, 항공기 식별부호 및 어드레스 등이 비행계획의 세부 사항과 일치하는지 확인하여야 한다.",운항승무원에 의해 개시된 로그온 실패 시에도 데이터링크 시스템은 해당 승무원에게 실패 알림을 제공해야 한다.,"비행계획이 가용하지 않은 경우, 데이터링크 재개시를 포기하고 음성통신만으로 관련 모든 업무를 제공해야 한다.",4,해설: 별표 1 제4장 4.15.4.2 나목에 따르면 비행계획이 가용하지 않은 경우 '성공적인 데이터링크 개시가 달성되도록 비행데이터 처리시스템 내 충분한 정보를 포함한 비행계획을 작성'한 후 재개시를 준비해야 합니다. (출처: 별표 1 제4장)
79,항공교통 분리 제공의 원칙 및 예외에 관한 설명으로 가장 옳지 않은 것은?,,D등급 및 E등급 공역 내에서 IFR 항공기 간에는 수직 또는 수평분리가 이루어져야 한다.,C등급 공역 내에서 IFR 항공기와 VFR 항공기 간에는 분리가 제공되어야 한다.,"조종사가 주간 VMC 조건에서 자체 분리를 유지하며 상승/강하하도록 허가받은 경우는 D, E 등급 공역에서 분리 제공의 예외가 될 수 있다.",불법간섭과 같은 예외적 상황이 발생한 항공기에게도 교통 흐름의 지장을 막기 위해 규정된 분리최저치와 동일한 분리간격을 엄격히 유지해야 한다.,4,해설: 별표 1 제5장 5.2.1.3에 따라 불법간섭과 같은 특별한 관리가 필요한 경우 '규정된 분리최저치보다 더 큰 분리'를 적용해야 합니다. (출처: 별표 1 제5장)
80,비행정보업무 및 경보업무 제공에 대한 책임 구분에 관한 설명으로 옳은 것은?,,비행정보구역(FIR) 내에서 비행정보업무 제공 책임이 관제시설에 위임된 경우라도 비행정보실(FIC)이 우선하여 책임을 진다.,관제공역 및 비행장 내에서의 비행정보업무 및 경보업무 제공 책임은 관련 항공교통관제시설에 있다.,비행정보실은 관제공역에 대한 모든 비행정보업무 책임을 항공교통관제시설로부터 이관받아 단독으로 수행한다.,비행장 내에서 발생하는 경보업무 상황은 수색구조센터가 직접 관할하며 항공교통관제시설은 개입하지 않는다.,2,해설: 별표 1 제4장 4.2 나목에 따르면 관제공역 및 비행장 내 비행정보업무 및 경보업무 제공 책임은 '관련 항공교통관제시설'에 있다고 명시되어 있습니다. (출처: 별표 1 제4장)
81,결심고도(DA) 및 결심높이(DH)에 대한 설명으로 옳지 않은 것은?,,결심고도는 평균해수면(MSL)을 기준으로 산정된다.,결심높이는 활주로 시단(Threshold)을 기준으로 산정된다.,결심고도 및 결심높이는 2D 계기접근운영 시에만 적용되는 특정 고도이다.,3D 계기접근 시 필요한 시각 참조물 확인이 이루어지지 않을 경우 실패접근을 시작해야 하는 고도이다.,3,해설: 별표 1 제1장에 따르면 결심고도(DA)/결심높이(DH)는 3D 계기접근운영 시에 적용되는 고도/높이입니다. (출처: 별표 1 제1장 정의)
82,계기접근운영(Instrument approach operation)'의 분류에 대한 설명으로 알맞게 짝지어진 것은?,"가. 비정밀 접근절차
나. 수직유도접근절차(APV)
다. 정밀접근절차(PA)",가-2D A유형 - 나-3D A유형 - 다-3D A/B유형,가-2D A유형 - 나-2D B유형 - 다-3D A/B유형,가-2D A/B유형 - 나-3D A유형 - 다-3D B유형,가-3D A유형 - 나-3D B유형 - 다-3D A/B유형,1,"해설: 비정밀 접근절차는 2D A유형, APV는 3D A유형, 정밀접근절차(PA)는 3D A유형 또는 B유형으로 설계됩니다. (출처: 별표 1 제1장 정의)"
83,항공교통업무 안전관리시스템(SMS)에서 '안전 수준 모니터링(2.4)'에 관한 설명으로 가장 옳지 않은 것은?,,항공기준사고 등이 발생하기 전까지 위험이 인식되지 않을 수 있으므로 가능한 광범위한 출처에서 데이터를 수집해야 한다.,항공교통업무기관은 준사고 항공안전장애 등에 대한 공식적인 안전보고 시스템을 구축해야 한다.,안전보고 시스템은 항공안전법 제59조 및 제61조에 따른 법적 의무 보고시스템과 동일한 시스템으로 일원화하여 운영해야 한다.,감시 및 안전에 중요한 시스템의 고장 또는 성능 저하 보고는 부정적 경향을 감지하기 위해 체계적으로 검토되어야 한다.,3,"해설: 별표 1 제2장 2.4.1.2에 따르면, 이 안전보고 시스템은 항공안전법에 따른 의무/자율 보고시스템이 아닌 '항공안전관리시스템(SMS) 운영을 위한 보고시스템'을 의미한다고 명확히 구분하고 있습니다. (출처: 별표 1 2.4.1.2)"
84,안전검토(Safety reviews)의 범위 중 '운영 및 기술 관련 사항'에 해당하지 않는 것은?,,온도 습도 통풍 조명 등의 근무환경이 종사자의 업무능력에 악영향을 끼치지 않아야 함,자동화시스템을 위한 입/출력장치 등 관련 장비가 인체공학적 원리에 맞추어 설계되고 설치되어야 함,시스템과 장비의 서비스 가용성에 관한 상세한 기록이 보존되고 주기적으로 검토되어야 함,저시정 시 비행장 운영을 위한 적절한 절차의 수립 여부를 확인해야 함,4,해설: 4번의 '저시정 운영 절차 수립 여부'는 운영 및 기술 사항이 아니라 '규제 관련 사항'의 검토 범위에 명시되어 있습니다. (출처: 별표 1 2.5.2)
85,'안전 위험평가(Safety risk assessments)'를 의무적으로 실시해야 하는 대상으로 명시되지 않은 것은?,,관할 공역 내에 적용되는 분리 최저치의 감소,항공교통로 구조의 재구성 및 공역의 재분할,비행장 내 활주로 및 유도로 설계의 물리적 변화,인접 비행정보구역(FIR)의 관할 국가 변경,4,"해설: 별표 1 제2장 2.6.1.1에 명시된 안전 위험평가 대상에는 분리 최저치 감소, 새로운 운영 절차, 구조 재구성, 물리적 변화, 새로운 시스템 도입 등이 포함되나 인접 국가의 관할 변경은 명시되어 있지 않습니다. (출처: 별표 1 2.6.1.1)"
86,수용량 평가(Capacity assessment) 시 고려해야 할 요소에 해당하지 않는 것은?,,제공되는 항공교통업무의 수준과 유형,관제구역 또는 관제섹터나 비행장의 구조적 복잡성,조종사-관제사 간의 비공식적 사적 교신 빈도,관제지시 및 협조업무를 포함한 관제사 업무부하,3,해설: 별표 1 3.1.2에 명시된 수용량 평가 고려 요소에 통신 방식과 기술적 신뢰도 등은 포함되나 '사적 교신 빈도'는 포함되지 않습니다. (출처: 별표 1 3.1.2)
87,항공교통흐름관리(ATFM)의 시행에 관한 설명으로 가장 옳지 않은 것은?,,ATFM 업무는 항공교통 수요가 정의된 항공교통관제 수용량을 초과하는 공역에 대해 시행하여야 한다.,모든 항공기는 ATFM 조치로부터 동일하게 적용받아야 하며 어떠한 경우에도 제외되거나 우선권이 부여될 수 없다.,ATFM은 지역항행협정 또는 적절한 경우 다자간 협정에 의해 시행되어야 한다.,하나의 지역 내 ATFM 업무는 지역관제소의 흐름관리석의 지원을 받는 중앙 ATFM 조직에 의해 개발되고 시행되어야 한다.,2,해설: 별표 1 3.2.1.4에 따르면 특정 항공기는 ATFM 조치로부터 제외되거나 다른 항공기보다 우선권이 부여될 수 있다고 명시되어 있습니다. (출처: 별표 1 3.2.1.4)
88,사전 전술적 계획(Pre-tactical planning) 단계에서 이루어지는 조치에 대한 설명으로 옳은 것을 모두 고른 것은?,"가. 특정 교통흐름의 경로 변경
나. Off-load 경로의 조정
다. 다음 날의 ATFM 계획 세부사항 발표
라. 장기적인 지연 발생 시 항공교통관제 수용량을 최대한 활용할 수 있도록 실시간 비행경로 재조정","가, 나","가, 나, 다","나, 다, 라","가, 나, 다, 라",2,"해설: 라의 '실시간 비행경로 재조정' 및 '상황 변화 모니터링'은 전술적 운영(Tactical operations) 단계의 조치입니다. 따라서 가, 나, 다만 해당합니다. (출처: 별표 1 3.2.4, 3.2.5)"
89,항공교통관제시설 간의 관제책임 구분 중 비행장관제 업무 시설과 접근관제 업무 시설 간의 이양에 대한 설명으로 옳지 않은 것은?,,도착 항공기의 관제책임은 항공기가 비행장 근처에 있을 때 비행장관제시설로 이양될 수 있다.,비행장관제사로의 무선통신 이양은 착륙허가 또는 대체지시를 적시에 발부할 수 있는 시점에 이루어져야 한다.,비행장 주위가 시계비행기상상태(VMC)일 때 출발 항공기의 관제권은 항상 이륙 직후에 예외없이 접근관제기관으로 이양된다.,접근관제시설이 있는 경우라도 사전 협의가 있다면 지역관제소에서 비행장관제탑으로 직접 관제를 이양할 수 있다.,3,"해설: 별표 1 4.3.2.1.3에 따르면 비행장 주위가 VMC일 때와 IMC일 때 관제권 이양 시점이 나뉘며, '항상 이륙 직후 예외없이 이양된다'는 표현은 IMC 조건의 규정과 혼동된 오답입니다. (출처: 별표 1 4.3.2.1.3)"
90,출발 전 비행계획 제출에 관한 설명으로 가장 적절한 것은?,,비행계획은 항공기 이동예정시간(EOBT) 이전 72시간 내에만 제출되어야 한다.,비관제 항공기의 이동예정시간(EOBT)이 30분을 초과하여 지연될 때 비행계획을 수정하거나 새로 제출해야 한다.,관제 항공기의 이동예정시간(EOBT)이 30분을 초과하여 지연될 때 비행계획을 수정하거나 새로운 비행계획을 제출해야 한다.,출발 비행장에 항공교통업무보고취급소가 없는 경우에는 비행계획 제출 의무가 완전히 면제된다.,3,"해설: 별표 1 4.4.2.1에 따라 비행계획은 EOBT 이전 120시간을 초과하여 제출되지 않아야 하며, 관제 항공기는 30분 초과 지연 시, 비관제 항공기는 1시간 초과 지연 시 비행계획을 수정/재제출해야 합니다. (출처: 별표 1 4.4.2.1.3)"
91,항공교통관제허가 발부에 대한 설명으로 옳지 않은 것은?,,항공교통관제허가는 조종사에게 비행 안전 증진을 위한 법규 위반 권한을 부여하지 않는다.,기장은 발부된 허가가 부적절하다고 판단되면 필요시 수정된 허가를 요청할 수 있다.,비행계획 상 비행 초기에 관제업무를 받지 않다가 비행 중 일부 구간에 대해서만 관제허가를 받아야 하는 경우 관제시설은 항공기가 스스로 알아서 교신하도록 내버려 두어야 한다.,항공교통관제시설은 항공기가 준수할 수 있는 충분한 시간을 두고 미리 허가를 발부하여야 한다.,3,"해설: 별표 1 4.5.2.1에 따르면, 항공교통관제시설은 해당 항공기에게 관할 시설로부터 허가를 받도록 적극적으로 '알려주어야' 합니다. (출처: 별표 1 4.5.2.1)"
92,중간 기착지를 경유하는 비행(Flights through intermediate stops)에 대한 관제허가 기준으로 옳은 것은?,,출발비행장에서 중간 기착을 포함한 비행계획 제출 시 최초의 허가한계점은 최종 목적비행장이 되어야 한다.,두 번째 비행 단계에 대한 비행계획은 항공기가 관련 출발비행장을 이륙함을 해당 시설에 통보한 경우에만 적용할 수 있다.,정기 운항 항공기는 관제구 통과 시 어떠한 사전 협조 없이도 중간기착을 자유롭게 허가받을 수 있다.,중간 기착 후 비행을 재개할 때는 이전 단계의 허가를 그대로 연장하여 적용한다.,2,"해설: 별표 1 4.5.3에 따라 최초의 허가한계점은 '첫 번째로 착륙하는 비행장'이어야 하며, 두 번째 단계의 비행계획은 이륙 통보 시에만 적용할 수 있습니다. (출처: 별표 1 4.5.3)"
93,항공교통관제허가 세부사항 중 비행경로(Route of Flight)에 대한 설명으로 옳지 않은 것은?,,Cleared Flight Planned Route 용어는 허가하는 비행경로가 제출된 것과 동일할 때 사용할 수 있다.,Cleared Flight Planned Route 용어는 통신 지연 방지를 위해 허가를 재발부할 때에도 적극적으로 사용하여야 한다.,Cleared (designation) departure는 표준출발절차(SID)를 항공정보간행물에 발간하였을 때 사용할 수 있다.,가능한 한 최단 경로로 허가하여야 하나 공역 제한사항이나 교통 밀도 등을 고려하여야 한다.,2,해설: 별표 1 4.5.7.2.2에 따르면 Cleared Flight Planned Route 용어는 허가를 재발부할 때 '사용하지 않아야 한다'고 명시되어 있습니다. (출처: 별표 1 4.5.7.2.2)
94,수평 속도조절 지시에 대한 설명으로 가장 적절한 것은?,,체공장주에 진입하거나 체공 중인 항공기에 대해서는 교통 분리를 위해 속도조절 지시를 우선적으로 적용해야 한다.,고도 7600m(FL 250) 이상에서의 속도조절은 0.01 마하의 배수로 하여야 한다.,7600m(FL 250) 미만에서의 속도조절은 진대기속도(TAS)를 기준으로 10km/h(5knots)의 배수로 지시하여야 한다.,중간접근 및 최종접근 중인 항공기에게는 ±40knots 이하의 속도조정만을 허용한다.,2,"해설: 별표 1 4.6.1에 따라 FL250 이상은 마하 0.01 배수, 미만은 IAS 기준 20km/h(10knots) 배수로 지시합니다. 체공장주에는 적용을 금지합니다. (출처: 별표 1 4.6.1)"
95,강하 및 도착 항공기의 속도조절 지시에 관한 설명으로 옳지 않은 것은?,,도착 항공기에게 maximum speed 또는 minimum clean speed 등을 유지하도록 지시할 수 있다.,고도 4550m(FL 150) 미만에서는 터보제트 항공기의 속도를 410km/h(220kt) IAS 미만으로 감속하지 않도록 해야 한다.,활주로시단으로부터 7km(4NM) 지점 이내에서 최종접근 중인 항공기에게는 어떠한 경우라도 속도조절 지시를 하여서는 안 된다.,순항고도에서 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) IAS 미만으로 줄이는 것은 운항승무원의 동의 없이 관제사 직권으로 즉시 적용해야 한다.,4,해설: 별표 1 4.6.3.3에 따르면 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) 미만으로 줄이는 것은 '운항승무원의 동의가 있을 때만' 적용되어야 합니다. (출처: 별표 1 4.6.3.3)
96,항적 난기류(Wake turbulence) 범주 및 그룹 분류에 대한 설명 중 에서 옳은 것을 모두 고른 것은?,"가. 초대형(J) 범주는 ICAO Doc 8643에 명시된 특정 항공기 기종을 말한다.
나. 중형(M) 범주는 7000kg 초과 136000kg 미만의 항공기 기종을 말한다.
다. 항적 난기류 그룹 G는 주 날개폭이 27.43m 미만인 18600kg 초과의 항공기를 말한다.
라. 항적 난기류 그룹 B는 최대이륙중량이 136000kg 이상이고 주 날개폭이 53.34m 초과 74.68m 이하인 항공기이다.","가, 나","가, 나, 라","다, 라","가, 나, 다, 라",2,"해설: 다의 그룹 G는 '주 날개폭(Wing Span)에 관계없이 18,600kg 이하인 항공기'를 의미하므로 틀린 설명입니다. 따라서 가, 나, 라가 옳습니다. (출처: 별표 1 4.9.1.2)"
97,초대형(SUPER) 또는 대형(HEAVY) 항적 난기류 범주의 표시에 관한 설명으로 옳은 것은?,,무선 교신 시 모든 통신에서 호출부호 뒤에 반드시 Super 또는 Heavy를 붙여야 한다.,항적 난기류 그룹 A는 HEAVY 범주에 속하며 그룹 B와 C는 SUPER 범주에 속한다.,해당 항공기와 항공교통업무시설 간의 '첫' 무선 교신 시 항공기 호출부호 바로 뒤에 Super 또는 Heavy를 포함해야 한다.,비행계획서에는 항적 난기류 범주를 표기할 항목이 없으므로 구두 통보에만 전적으로 의존한다.,3,"해설: 별표 1 4.9.2에 따르면 '첫 무선 교신 시'에 포함해야 하며, 그룹 A가 SUPER, 그룹 B와 C가 HEAVY입니다. 또한 비행계획서 9번 항목에 기재됩니다. (출처: 별표 1 4.9.2)"
98,고도계수정치 절차(Altimeter setting procedures)에 대한 설명으로 옳지 않은 것은?,,전이비행고도는 당해 비행장에 대해 설정된 전이비행고도 이상에서 사용 가능한 최저 비행고도를 말한다.,착륙 허가를 받은 항공기가 QFE를 사용하여 접근을 완료할 때 계기활주로 시단이 비행장 표고보다 2m 이상 낮다면 활주로 시단 표고로부터의 높이로 수직위치를 표현한다.,비행로상 비행 시 사용 가능한 최저비행고도 이상인 경우는 고도(altitude)로 표현하고 미만인 경우는 비행고도(flight level)로 수직위치를 표현한다.,전이층을 통과하는 동안 상승 시에는 비행고도(flight level)로 표현하고 강하 시에는 고도(altitude)로 표현한다.,3,"해설: 별표 1 4.10.1.3에 따라 최저비행고도 이상인 경우는 비행고도(flight level)로 표현하고, 미만인 경우는 고도(altitude)로 표현해야 합니다. 내용이 반대로 설명되어 있습니다. (출처: 별표 1 4.10.1.3)"
99,데이터링크 통신 개시 절차(DLIC) 중 연결 실패 시 항공기 운영자의 조치사항으로 적절하지 않은 것은?,,조종사는 FMS 또는 데이터링크 장비에서 가용한 비행계획 정보의 정확성과 일관성을 확인해야 한다.,비행계획 정보에서 차이를 감지한 경우 즉각적으로 필요한 변경을 수행한다.,데이터링크 재개시는 항공교통관제시설의 요청이 있을 때까지 무기한 대기해야 한다.,조종사는 항공교통업무기관의 정확한 어드레스를 확인한 후 데이터링크를 재개시한다.,3,해설: 별표 1 4.15.4.4에 따르면 조종사는 FMS 정보 확인 및 어드레스 확인 등의 절차를 거친 후 스스로 '데이터링크를 재개시한다'고 명시되어 있습니다. (출처: 별표 1 4.15.4.4)
100,관제항공기 순항고도 배정에 관한 설명으로 옳지 않은 것은?,,통상적으로 관제구역을 벗어나는 항공기에 대해 인접 여부와 관계없이 단일 순항고도만을 허가한다.,순항상승 기법을 허가받은 항공기는 두 개의 고도 사이 또는 하나의 고도 이상으로 운항하도록 허가할 수 있다.,항공기가 다음 관제구역의 설정된 최저 순항고도보다 낮은 고도로 진입하도록 허가된 경우 현재 관제시설은 조종사의 요청이 있을 때만 고도 변경을 지시해야 한다.,동일 목적지로 비행하는 항공기의 순항고도는 가급적 목적지의 접근순서를 배정하는 데 적합하도록 배정한다.,3,해설: 별표 1 5.3.3.4에 따르면 '조종사가 요청하지 않더라도' 다음 관제구역의 최저 순항고도 이상으로 순항고도 변경을 지시하여야 합니다. (출처: 별표 1 5.3.3.4)
