번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
63,현행 항공사업법령상 항공운송사업의 면허 또는 등록을 신청할 때 제출해야 하는 '항공기사고 시 지원계획서'에 반드시 포함되어야 할 사항이 아닌 것은?,,항공기 사고대책본부의 설치 및 운영에 관한 사항,피해자의 구호 및 보상절차에 관한 사항,유해(遺骸) 및 유품(遺品)의 식별·확인·관리·인도에 관한 사항,사고 원인 조사 및 재발 방지를 위한 항공안전장애 예방 대책,4,"[출처: 항공사업법 시행규칙 제11조] 항공기사고 시 지원계획서는 주로 '피해자 및 그 가족에 대한 지원(구호, 보상, 통지, 유해/유품 인도 등)'에 초점이 맞추어져 있다. 사고 원인 조사나 재발 방지 대책은 별도의 안전관리시스템(SMS)이나 조사위원회의 영역이지 동 계획서의 법정 필수 포함사항이 아니다."
64,현행 항공사업법령상 과태료의 가중처분 기준 산정에 관한 설명으로 가장 적절한 것은?,,"최근 1년간 같은 위반행위로 과태료 부과처분을 받은 경우에 적용하며, 기간 계산은 위반행위에 대하여 부과처분을 받은 날과 그 처분 후 다시 위반행위를 하여 적발된 날을 기준으로 한다.","최근 3년간 동일한 조문을 위반한 경우에 적용되며, 위반일과 관계없이 행정청이 적발한 날짜만을 기준으로 3년 이내인지를 산정한다.","기간 내에 과태료 부과처분이 둘 이상 있었던 경우, 가중처분의 적용 차수는 그 위반행위 전 부과처분 차수 중 가장 낮은 차수의 다음 차수로 한다.","가중처분을 하는 경우, 부과권자는 고의가 아닌 사소한 부주의로 인한 경우라 하더라도 과태료를 절대 감경할 수 없다.",1,"[출처: 항공사업법 시행령 별표 11 일반기준] 과태료 가중처분은 최근 '1년간' 적용하며, 부과처분을 받은 날과 다시 위반행위를 하여 적발된 날을 기준으로 산정한다. 부과처분이 둘 이상인 경우 '가장 높은 차수'의 다음 차수를 적용하며, 감경 규정(사소한 부주의 등)은 가중처분 상황에서도 체납자만 아니면 적용 가능하다."
65,현행 항공사업법령상 소형항공운송사업의 자본금 및 자산평가액 등록기준으로 올바르게 짝지어진 것은?,"ㄱ. 승객 좌석 수 51석 이상 80석 이하의 항공기 (법인)
ㄴ. 승객 좌석 수 10석 이상 50석 이하의 항공기 (개인)
ㄷ. 승객 좌석 수 9석 이하의 항공기 (법인)",ㄱ. 30억원 이상 / ㄴ. 15억원 이상 / ㄷ. 5억원 이상,ㄱ. 50억원 이상 / ㄴ. 22억5천만원 이상 / ㄷ. 7억5천만원 이상,ㄱ. 50억원 이상 / ㄴ. 15억원 이상 / ㄷ. 7억5천만원 이상,ㄱ. 75억원 이상 / ㄴ. 30억원 이상 / ㄷ. 11억2천5백만원 이상,2,"[출처: 항공사업법 시행령 별표 2] 소형항공운송사업의 기준: 51~80석 법인은 납입자본금 50억원 이상, 10~50석 개인은 자산평가액 22억5천만원 이상, 9석 이하 법인은 납입자본금 7억5천만원 이상이다."
66,현행 항공사업법령상 한국항공협회 설립 및 정관에 대한 설명으로 옳은 것은?,,회원이 될 자격이 있는 자 과반수의 발기인이 정관을 작성해야 한다.,창립총회에서는 회원이 될 자격이 있는 자 전체의 3분의 2 이상 출석으로 의결한다.,정관을 작성하여 창립총회의 의결을 거친 후 국토교통부장관의 승인을 받아야 한다.,정관 승인 후 주된 사무소의 소재지에서 별도의 설립등기 없이 즉시 법인으로 성립한다.,3,"[출처: 항공사업법 제68조, 시행규칙 제28조, 제29조] 발기인은 회원이 될 자격이 있는 자 '10분의 1' 이상이어야 하며, 창립총회는 회원 자격이 있는 자 '과반수' 출석으로 의결한다. 법인은 주된 사무소 소재지에서 '설립등기'를 함으로써 성립한다. 정관은 국토부장관의 승인을 받아야 한다."
67,"현행 항공사업법령상 국가의 재정지원과 관련하여, 전쟁·내란·테러 등으로 항공사업자에게 발생한 손실에 대하여 국가가 보조 또는 융자할 수 있는 금액의 한도 범위는?",,손실액의 100분의 10 이내의 보조 또는 100분의 50 이내의 융자,손실액의 100분의 20 이내의 보조 또는 100분의 70 이내의 융자,손실액의 100분의 30 이내의 보조 또는 100분의 80 이내의 융자,손실액의 100분의 50 이내의 보조 또는 100분의 100 이내의 융자,2,"[출처: 항공사업법 시행규칙 제27조] 법 제65조제1항에 따른 재정지원 시, 전쟁·내란·테러 등으로 인한 손실액의 '100분의 20 이내의 보조' 또는 '100분의 70 이내의 융자'를 할 수 있다."
68,현행 항공사업법령상 항공교통이용자 보호기준 고시를 위하여 국토교통부장관이 밟아야 하는 절차로 법령에 명시된 내용 중 가장 적절한 것은?,,사전에 반드시 항공정책위원회의 심의를 거쳐야 한다.,"관계 행정기관의 장과 미리 협의하여야 하며, 소비자기본법에 따라 등록한 소비자단체 및 이해관계인 등의 의견을 들을 수 있다.",한국소비자원장의 승인을 받아 고시하여야 한다.,항공운송사업자 전원의 동의를 구한 후 관보에 고시하여야 한다.,2,"[출처: 항공사업법 제61조제9항] 국토교통부장관은 항공교통이용자 보호기준을 고시하는 경우 관계 행정기관의 장과 미리 협의하여야 하며, 항공교통사업자, 등록한 소비자단체, 항공 관련 전문가 등 이해관계인의 의견을 '들을 수 있다'. 위원회 심의나 타 기관장 승인, 전원 동의 요건은 없다."
69,현행 항공사업법령상 외국인 국제항공운송사업자가 다음의 법령을 위반하였을 때 적용되는 행정처분의 내용(사업 일부정지 일수)이 올바르게 짝지어지지 않은 것은?,,운임 및 요금에 대한 인가받거나 신고한 사항 불이행 - 사업 일부정지(10일),이륙착륙 장소가 아닌 곳에서 이륙하거나 착륙하게 한 경우 - 사업 일부정지(7일),필요한 무선설비가 없거나 운용되지 않는 항공기를 사용한 경우 - 사업 일부정지(15일),야간 등불로 항공기의 위치를 나타내지 않은 경우 - 사업 일부정지(5일),3,[출처: 항공사업법 시행규칙 별표 3] 외국인 국제항공운송사업자가 무선설비 설치/운용 규정을 위반한 경우의 행정처분 기준은 '사업 일부정지(10일)'이다. 15일은 비행 중 금지행위나 위험물 운송 위반 시의 정지일수이다.
70,현행 항공사업법령상 각 사업별 과징금의 최대 부과 한도로 옳지 않은 것은?,,국제항공운송사업자: 100억원 이하,소형항공운송사업자: 20억원 이하,항공기대여업자: 3억원 이하,상업서류송달업자: 1억원 이하,4,"[출처: 항공사업법 제29조, 제41조, 규칙 제53조] 항공운송사업(국제/국내)은 100억원, 소형은 20억원, 항공기사용사업 등 주요 사업은 10억원, 항공기정비업/취급업/대여업/레저스포츠사업/상업서류송달업/항공운송총대리점업/도심공항터미널업은 '3억원' 이하의 과징금 한도가 적용된다. 1억원은 틀린 수치이다."
71,현행 항공사업법령상 위반행위와 그에 대한 벌칙(법정 최고형)의 연결이 올바른 것을 모두 고른 것은?,"ㄱ. 보조금, 융자금을 거짓이나 그 밖의 부정한 방법으로 교부받은 자: 5년 이하의 징역 또는 5천만원 이하의 벌금
ㄴ. 등록을 하지 아니하고 항공기사용사업을 경영한 자: 3년 이하의 징역 또는 3천만원 이하의 벌금
ㄷ. 명의대여 등의 금지를 위반한 항공기대여업자: 1년 이하의 징역 또는 1천만원 이하의 벌금
ㄹ. 사업정지명령을 위반한 항공레저스포츠사업자: 1천만원 이하의 벌금 (징역형 없음)","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,"[출처: 항공사업법 제77조, 제78조] 제77조에 따라 부정수급은 5년/5천, 등록 없이 항공기사용사업 경영은 제78조 1항에 따라 3년/3천, 명의대여 위반 대여업자는 2항에 따라 1년/1천, 사업정지명령을 위반한 자는 단순 1천만원 이하의 벌금(징역형 없음)에 해당한다. 모두 올바른 설명이다."
72,"현행 항공사업법령상 사업계획 변경 시, '국토교통부장관의 변경인가' 대신 '지방항공청장에게 변경신고'만으로 처리할 수 있는 경미한 사항(소형항공운송사업 기준)이 아닌 것은?",,자본금의 변경,상호의 변경,항공기 등록 대수의 변경,외국과의 항공협정 체결 여부와 무관한 새로운 국제선 정기편 운항 지점의 전면적 신설,4,"[출처: 항공사업법 시행규칙 제18조 및 제34조 등] 자본금 변경(단, 국제/국내운송사업의 경우 감소만 신고 대상이지만 소형/사용사업 등은 '자본금 변경' 자체를 명시), 상호, 대표자, 항공기 등록 대수 변경 등은 경미한 사항으로 변경신고 대상이다. 반면 국제선 노선의 전면적 신설은 노선 허가 및 사업계획 변경 인가 대상이다."
73,현행 항공사업법령상 항공기취급업 등록 시 요구되는 사업별 필수 구비 장비에 대한 설명으로 올바르게 짝지어진 것은?,"ㄱ. 항공기하역업: 지상발전기(GPU), 탑승 계단차
ㄴ. 지상조업사업: 엔진시동지원장치(ASU), 오물처리 카트
ㄷ. 항공기급유업: 수하물 이동장치, 트레일러",ㄱ,ㄴ,"ㄱ, ㄴ","ㄴ, ㄷ",2,"[출처: 항공사업법 시행령 별표 7] 항공기하역업 장비는 소형 견인차, 수화물 하역차, 수화물 이동장치 등이다. 지상조업사업은 지상발전기(GPU), 엔진시동지원장치(ASU), 탑승 계단차, 오물처리 카트 등이다. 항공기급유업은 급유 지원차 등이다. 따라서 지상발전기(GPU)나 탑승 계단차는 지상조업사업의 장비이므로 ㄱ, ㄷ은 틀렸다."
74,현행 항공사업법령상 항공레저스포츠사업(탑승 서비스 제공)의 인력 요건으로 가장 옳지 않은 것은?,,"항공기를 사용하는 경우, 운송용 조종사 또는 사업용 조종사 자격증명을 받은 사람 1명 이상을 두어야 한다.","초경량비행장치를 사용하는 경우, 조종자 증명을 받은 사람으로서 비행시간이 180시간 이상인 사람 1명 이상을 두어야 한다.","경량항공기를 사용하는 경우, 해당 경량항공기의 정비업무 전체를 전문 정비업체에 위탁하더라도 예외 없이 항공정비사 1명 이상을 직접 고용하여야 한다.","비행 및 안전통제요원 1명 이상을 두어야 하나, 안전관리에 지장을 주지 않는 범위에서 정비인력으로 대체할 수 있다.",3,[출처: 항공사업법 시행령 별표 10] 경량항공기를 사용하는 사업의 경우로서 해당 경량항공기의 정비업무 전체를 서비스(다목)를 제공하는 항공레저스포츠사업자에게 위탁한 경우에는 정비인력을 갖추지 않을 수 있는 예외 조항이 명시되어 있다.
75,현행 항공사업법령상 항공운송사업자의 운수에 관한 협정(운수협정) 및 제휴에 관한 협정(제휴협정)에 대한 설명으로 옳은 것은?,,"항공운송사업자가 제휴협정을 체결하려는 경우, 국토교통부장관은 인가하기 전에 미리 공정거래위원회와 협의하여야 한다.",운수협정에는 항공운송사업자 간 경쟁을 실질적으로 제한하는 내용이 포함되더라도 인가권자의 재량으로 예외적 허용이 가능하다.,정산 요율의 변경은 운수협정의 핵심 사항이므로 변경 시 반드시 사전 변경인가를 받아야 하며 변경신고로는 처리할 수 없다.,모든 운수협정은 체결일로부터 30일 이내에 국토교통부장관에게 사후 신고함으로써 그 효력이 발생한다.,1,"[출처: 항공사업법 제15조 및 시행규칙 제22조, 제23조] 운수협정 및 제휴협정은 사전 인가(또는 변경인가) 사항이며 인가를 받아야 효력이 발생한다. 경쟁제한, 이용자차별 등은 인가 금지사항이다. 정산 요율 변경은 규칙 제23조에 따라 '경미한 사항'으로 분류되어 변경신고 대상이다. 제휴협정 인가 시 국토부장관은 공정위와 미리 협의해야 한다는 조항(법 제15조 제4항)이 정답이다."
76,"현행 항공사업법령상 이동지역 내 지연(Tarmac Delay)이 2시간을 초과한 경우, 항공운송사업자가 국토교통부장관에게 지체 없이 보고하여야 할 내용에 포함되지 않는 것은?",,지연 시간 및 지연 원인,승객에 대한 조치내용,해당 항공기 기장의 최근 1개월 비행 피로도 내역,승객 하기(下機) 계획,3,"[출처: 항공사업법 시행규칙 제64조의7] 지연 보고서에 포함되어야 할 사항은 지연시간, 지연원인, 승객에 대한 조치내용, 하기계획 4가지이다. 조종사의 피로도 내역 등은 보고 의무 항목이 아니다."
77,현행 항공사업법령상 항공교통서비스 보고서 발간 등에 관한 설명 중 가장 옳지 않은 것은?,,국토교통부장관은 항공교통서비스 보고서를 연 단위로 발간하여 항공교통이용자에게 제공해야 한다.,"보고서에는 이용자 피해현황, 항공운송사업자의 안전도에 관한 정보, 마일리지 적립 및 사용 기준 등이 포함된다.",항공교통서비스 보고서의 발간을 위해 관계 공무원 등으로 구성된 항공교통서비스 발간협의회를 설치·운영할 수 있다.,발간된 항공교통서비스 보고서는 반드시 관보에 게재하고 모든 항공사의 영업소에 종이 책자로 비치할 법적 의무가 부여되어 있다.,4,"[출처: 항공사업법 시행규칙 제69조] 항공교통서비스 보고서의 제공은 '국토교통부의 홈페이지에 게재하는 방법'으로 하며, 필요시 기관 간행물이나 홈페이지에 게재할 수 있다고 규정할 뿐 관보 게재 및 전 영업소 종이 책자 의무 비치를 규정하고 있지 않다."
78,현행 항공사업법령상 보험 또는 공제 가입의무에 관한 설명으로 가장 적절한 것은?,,항공기대여업자는 대여하는 경량항공기마다 기체보험을 의무적으로 가입해야 한다.,"무인비행장치를 사용하여 초경량비행장치사용사업을 영위하는 자는 타인 사망/부상 보장과 함께, 타인의 재물이 훼손된 경우를 보장하는 보험에도 가입해야 한다.",소형항공운송사업자는 화물운송 전용 항공기를 운용하는 경우에도 여객보험에 반드시 가입해야 한다.,항공보험에 가입한 자는 보험 발효일로부터 30일 이내에 국토교통부장관에게 보험가입신고서를 제출하면 된다.,2,"[출처: 항공사업법 제70조, 시행령 별표2, 8, 시행규칙 제70조] 1번: 대여업자의 경우 경량항공기의 '기체보험'은 의무 가입 대상에서 제외된다. 3번: 화물운송전용인 경우 여객보험은 제외한다. 4번: 가입 후 '7일 이내'에 보험가입신고서를 제출해야 한다. 2번: 무인비행장치는 대인 및 대물(재물 훼손) 보험 가입이 모두 의무화되어 있다."
79,현행 항공사업법령상 항공기 운항시각(Slot) 상호 교환 인가를 신청하려는 자가 제출해야 하는 서류와 기한 등에 관한 설명으로 가장 옳지 않은 것은?,,운항시각을 다른 사업자와 상호 교환하려는 항공운송사업자는 국토교통부장관의 인가를 받아야 한다.,인가 신청서에는 교환하려는 운항시각에 관한 명세서를 첨부하여 제출하여야 한다.,국토교통부장관은 인가 신청을 받은 날부터 25일 이내에 인가 여부를 회신해야 한다.,"신청에 대한 회신 기한인 25일을 산정할 때, 공휴일 및 토요일도 기한 산정에 모두 포함하여 계산한다.",4,"[출처: 항공사업법 시행규칙 제23조의2] 제2항에 따르면, 국토교통부장관은 신청을 받은 날부터 25일 이내에 회신해야 하며, 이 경우 '공휴일 및 토요일은 그 기간의 산정에서 제외한다'고 명시되어 있다."
80,"현행 항공사업법상 벌칙규정 적용 시, 형법상의 뇌물수수죄(제129조~제132조)를 적용할 때 공무원으로 의제(간주)되는 사람에 해당하지 않는 것은?",,항공정책위원회의 위원 중 공무원이 아닌 사람,초경량비행장치사용사업의 등록 업무를 위탁받아 종사하는 한국교통안전공단의 임직원,항공교통서비스 평가 업무를 위탁받아 종사하는 한국교통연구원의 임직원,항공운송사업자의 영업소에서 항공권 예약·발권 업무를 담당하며 항공교통이용자 피해구제 접수를 전담하는 민간 직원,4,"[출처: 항공사업법 제76조 벌칙 적용에서 공무원 의제] 항공정책위원회 민간위원, 국토부장관의 업무를 위탁받은 인천/한국공항공사, 한국교통안전공단, 한국교통연구원, 항공안전기술원 등의 임직원은 공무원 의제 조항이 적용되나, 일반 민간 항공사의 예약·발권 직원은 공권력을 행사하거나 위탁받은 자가 아니므로 공무원 의제 대상이 아니다."
81,현행 항공사업법령상 항공정책위원회의 구성 및 운영에 관한 설명으로 가장 옳지 않은 것은?,,위원회는 위원장 1명을 포함하여 20명 이내의 위원으로 구성한다.,"위원장은 국토교통부장관이 되며, 부위원장은 위원장이 지명한다.","공무원이 아닌 위원(민간위원)의 임기는 2년으로 하되, 횟수에 제한 없이 연임할 수 있다.","위원장은 위원회의 회의를 소집하려 할 때에는 회의 개최 7일 전까지 회의의 일시·장소 및 안건을 위원에게 알려야 한다(단, 긴급한 경우는 제외).",3,"[출처: 항공사업법 제5조 및 시행령 제5조] 항공정책위원회 공무원이 아닌 위원의 임기는 2년으로 하되, '한 차례만 연임'할 수 있다. 횟수에 제한 없이 연임할 수 있다는 설명은 틀리다."
82,"현행 항공사업법상 항공운송사업자가 행정처분(사업정지)을 받아야 하는 위반행위를 한 경우라도, 과징금으로 갈음하여 부과할 수 없는 '기속적 사업정지(또는 취소)' 사유에 해당하는 것은?",,고의 또는 중대한 과실로 항공기 사고를 일으켜 사상자가 발생한 경우,사업계획의 변경인가를 받지 아니하고 사업계획을 변경한 경우,정당한 사유 없이 인가받은 운수협정 또는 제휴협정을 위반한 경우,항공운임 등 총액을 제공하지 아니하거나 거짓으로 제공하여 3회 이상 적발된 경우,1,"[출처: 항공사업법 제28조 제1항 단서] 사업정지를 갈음하여 과징금을 부과할 수 있으나, '고의나 중대한 과실로 인하여 사상자가 발생한 항공기 사고'의 경우에는 과징금으로 갈음할 수 없으며 원칙대로 사업정지 또는 면허취소 처분을 내려야 한다."
83,"현행 항공사업법령상 인가, 허가, 등록, 신고 등의 신청 시 납부하는 수수료에 대한 설명으로 옳은 것은?",,"수수료는 원칙적으로 현금으로만 납부해야 하며, 정보통신망을 이용한 전자화폐 납부는 허용되지 않는다.","정보통신망을 이용하여 전자문서로 면허, 인가 등을 신청하는 경우에는 법정 수수료의 100분의 10을 감면한다.",국제항공운송사업의 면허 신청과 소형항공운송사업의 등록 신청 수수료는 동일하다.,항공기대여업의 변경등록을 신청하는 경우에는 수수료가 전액 면제된다.,2,"[출처: 항공사업법 시행규칙 제74조] 제74조 제2항에 따라, 정보통신망을 이용하여 전자문서로 신청하는 경우에는 해당 수수료의 '100분의 10'을 감면하도록 규정되어 있다. 전자화폐 납부도 가능하며, 사업마다 부과되는 수수료 액수는 다르고 변경신청 시에도 통상 감액된 수수료가 부과된다."
84,현행 항공사업법령상 항공교통서비스 평가제도에 관한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공운송사업자 등에 대하여 항공교통서비스 평가를 실시하여야 한다.,항공교통서비스 평가는 2년마다 정기적으로 실시하는 것을 원칙으로 한다.,"평가 항목에는 항공교통서비스의 정시성, 안전성, 이용자 만족도 등이 포함된다.",국토교통부장관은 평가 결과를 국토교통부 인터넷 홈페이지 등을 통하여 공개하여야 한다.,2,"[출처: 항공사업법 시행규칙 제67조] 시행규칙 제67조(항공교통서비스의 평가 등) 제1항에 따르면, 국토교통부장관은 법 제63조에 따른 평가를 '1년마다' 실시하여야 한다. 2년마다 정기적으로 실시한다는 것은 오답이다."
85,현행 항공사업법령상 항공사업의 상속에 따른 사업자 지위 승계에 관한 설명 중 올바른 것을 모두 고른 것은?,"ㄱ. 항공운송사업자가 사망한 경우 그 상속인은 사업자의 지위를 승계한다.
ㄴ. 지위를 승계한 상속인이 항공사업법령상의 '임원의 결격사유' 등 결격사유에 해당하는 경우에는 그 지위를 무조건 상실한다.
ㄷ. 상속인이 결격사유에 해당하는 경우라도, 상속개시일부터 3개월 이내에 그 사업을 다른 사람에게 양도한 경우에는 사업자 지위가 유지(유효하게 양도)된 것으로 본다.",ㄱ,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ",3,"[출처: 항공사업법 제36조 제3항] 피상속인 사망 시 상속인이 지위를 승계하되, 상속인이 면허 결격사유에 해당하는 경우 '피상속인이 사망한 날부터 3개월 이내'에 다른 사람에게 사업을 양도하면 사업의 취소 없이 유효하게 양도할 수 있는 유예기간을 두고 있다. 즉시 무조건 상실하는 것은 아니다."
86,현행 항공사업법령상 국내항공운송사업 및 국제항공운송사업의 면허신청 시 제출해야 하는 '사업운영계획서'에 포함되지 않아도 되는 서류는?,,운항개시예정일부터 3년 동안의 사업계획서,운항개시예정일부터 3년 동안의 추정 손익계산서,최근 5년간의 실제 납세 실적 및 재무제표,사용하려는 항공기의 도입 및 정비 계획,3,"[출처: 항공사업법 시행규칙 제8조] 사업운영계획서에는 앞으로의 운영과 관련된 3년 동안의 사업계획서, 추정 손익계산서, 항공기 도입/정비 계획, 인력 확보 계획 등이 포함되어야 한다. 새로 법인을 설립하여 면허를 신청하는 경우도 있으므로 '과거 5년간의 납세 실적 및 재무제표'를 일괄 필수 서류로 강제하지는 않는다."
87,현행 항공사업법령상 정당한 사유 없이 휴업 허용 기간을 초과하여 행정처분을 받는 기준에 대한 설명으로 옳은 것은?,,국내항공운송사업자가 휴업 예정일 전에 신고하지 않고 6개월을 초과하여 휴업한 경우 면허가 당연히 취소된다.,항공운송사업자는 천재지변이나 그 밖의 불가항력적인 사유가 없더라도 1년에 한정하여 휴업할 수 있다.,"항공사업법상 원칙적인 휴업의 최대 허용 기간은 6개월이며, 이를 초과할 수 없다(정당한 사유 예외 조항 제외).",사업의 휴업은 국토교통부장관의 인가(승인)를 받아야 효력이 발생한다.,3,[출처: 항공사업법 제38조 및 제28조] 사업의 일부 또는 전부를 휴업하려는 경우 6개월 이내에서 '신고'하여야 한다(인가사항 아님). 원칙적인 휴업 한도는 6개월이며 천재지변 등 예외적 사유가 인정되는 경우에만 초과할 수 있다. 미신고 휴업의 경우 사업정지 등의 처분 대상이 되나 '당연 취소'는 아니다.
88,현행 항공사업법령상 벌칙 중 양벌규정에 관한 설명으로 가장 적절한 것은?,,"법인의 대리인이나 종업원이 법인의 업무에 관하여 위반행위를 한 경우, 법인에게도 해당 조문의 벌금형을 과한다.",법인이 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에도 책임을 면할 수 없다.,개인의 종업원이 위반행위를 한 경우 종업원만 처벌하고 영업주(개인)는 처벌하지 않는다.,양벌규정에 따라 법인에 부과되는 벌금형은 위반행위자가 받는 벌금형의 2배로 가중된다.,1,"[출처: 항공사업법 제85조 양벌규정] 법인 또는 개인의 대리인, 종업원 등이 업무상 위반행위를 하면 그 행위자를 벌하는 외에 법인/개인에게도 '해당 조문의 벌금형'을 과한다(2배 가중 아님). 다만 법인이나 개인이 상당한 주의와 감독을 게을리하지 아니한 경우에는 벌하지 아니하는 면책 규정이 있다."
89,현행 항공사업법령상 외국인 국제항공운송사업자가 다음 중 '사업계획의 변경인가'를 받아야 하는 경우는?,,항공기의 편명을 변경하려는 경우,운항 횟수를 기존 인가 내용보다 증편하려는 경우,사업소의 소재지를 변경하려는 경우,대리점의 명칭 또는 주소를 변경하려는 경우,2,"[출처: 항공사업법 시행규칙 제57조] 외국인 국제항공운송사업자가 운항 횟수의 증가, 노선의 변경 등 중요한 사업계획을 변경하려는 경우는 국토교통부장관의 '변경인가'를 받아야 한다. 편명, 사업소, 대리점 명칭 등 경미한 사항은 '변경신고' 대상이다."
90,현행 항공사업법령상 국가기관 등의 공익을 위한 운항명령(법 제39조)에 해당하지 않는 대상은?,,국내항공운송사업자,국제항공운송사업자,소형항공운송사업자,항공기사용사업자,4,"[출처: 항공사업법 제39조] 법 제39조(운항명령)에 따르면 국토교통부장관은 공익(재해 구호, 비상사태, 교통불편 등)을 위하여 '항공운송사업자'에게 노선 운항 등을 명할 수 있다. 항공기사용사업자는 해당 조항의 명시적 대상이 아니다."
91,현행 항공사업법령상 항공기취급업의 역무 구분에 해당하는 것을 보기에서 모두 고른 것은?,"ㄱ. 항공기에 연료 및 윤활유를 주유하는 항공기급유업
ㄴ. 수하물이나 화물을 싣거나 내리는 항공기하역업
ㄷ. 승객 탑승, 항공기 유도 등 지상조업을 하는 지상조업사업
ㄹ. 항공기의 수리 및 점검을 수행하는 항공기정비업","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공사업법 시행규칙 제5조] 항공기취급업의 종류는 급유업, 하역업, 지상조업사업 3가지이다. ㄹ의 '항공기정비업'은 별도의 독자적인 사업(법 제2조 제34호, 제46조)으로 취급업에 속하지 않는다."
92,"현행 항공사업법령상 운수권 배분 원칙과 관련된 평가 항목 중, 배분 과정에서 고려하지 않아도 되는 것은?",,항공안전 및 보안에 관한 사항,공항의 이용 및 항공산업의 기여도 등 공공의 이익 증진,이용자의 편의성 및 경쟁 촉진,해당 노선에 취항할 항공기의 제조사 및 기체 색상,4,"[출처: 항공사업법 시행규칙 제16조] 운수권 배분 평가항목은 항공안전/보안, 이용자 편의성/경쟁촉진, 항공산업 기여도, 국가 간 협력 등이다. 특정 기체의 제조사나 도장 색상은 배분 평가 항목과 전혀 무관하다."
93,현행 항공사업법령상 등록이 아닌 '신고'만으로 영위할 수 있는 항공운송사업 외의 사업을 모두 고른 것은?,"ㄱ. 상업서류송달업
ㄴ. 도심공항터미널업
ㄷ. 항공운송총대리점업
ㄹ. 비행훈련업
ㅁ. 항공기대여업","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㅁ","ㄷ, ㄹ, ㅁ",1,"[출처: 항공사업법 제46조, 제47조, 제48조, 제52조, 제53조, 제54조] 항공기정비업, 항공기취급업, 항공기대여업, 초경량비행장치사용사업, 비행훈련업 등은 '등록' 사항이다. 반면 상업서류송달업, 항공운송총대리점업, 도심공항터미널업은 국토교통부장관에게 '신고'하는 사업이다."
94,현행 항공사업법상 벌금과 징역형의 연결이 가장 무거운 위반행위는?,,"보조금, 융자금을 거짓이나 그 밖의 부정한 방법으로 교부받은 자",등록을 하지 아니하고 항공기사용사업을 경영한 자,거짓이나 그 밖의 부정한 방법으로 국제항공운송사업의 면허를 받은 자,사업정지명령을 위반하여 정지기간에 사업을 경영한 자,1,[출처: 항공사업법 제77조~제79조] 1번 부정수급은 '5년 이하 징역 또는 5천만원 이하 벌금'으로 가장 무겁다. 2번 무등록 사용사업 경영과 3번 부정 면허 취득은 '3년 이하 징역 또는 3천만원 이하 벌금'이다. 4번 사업정지기간 경영(사용사업 등)은 통상 '1년 이하 징역/1천 벌금' 또는 단순 벌금형 대상이다.
95,현행 항공사업법령상 항공기사용사업자가 갖추어야 하는 최저 자본금(법인)과 자산평가액(개인)의 기준으로 옳은 것은?,,"법인: 7억 5천만원 이상, 개인: 11억 2,500만원 이상","법인: 10억원 이상, 개인: 15억원 이상","법인: 5억원 이상, 개인: 7억 5천만원 이상","법인: 3억원 이상, 개인: 4억 5천만원 이상",1,"[출처: 항공사업법 시행령 별표 8] 항공기사용사업의 자본금 기준은 법인은 납입자본금 7억 5천만원 이상, 개인은 자산평가액 11억 2,500만원 이상이다. (소형항공운송사업 9석 이하 기준과 동일)"
96,현행 항공사업법령상 운항시각(Slot)의 회수 사유로 명시된 내용에 해당하지 않는 것은?,,천재지변 등 불가항력적인 사유 없이 연속된 5주 동안 배분된 운항시각의 전부를 사용하지 아니한 경우,배분된 운항시각의 일부를 사용하지 아니한 경우,특정 노선의 슬롯을 타사로 양도하기 위해 임의로 취소한 경우,항공운송사업자가 운항시각의 인가를 위반하여 임의로 슬롯을 교환한 경우,3,[출처: 항공사업법 시행규칙 제18조의2 제7항] 시행규칙에 명시된 직권 슬롯 회수 사유는 '연속된 5주 동안 전부 미사용' 및 '배분된 운항시각의 일부를 미사용' 등이다. 3번처럼 타사 양도를 위한 취소 여부 자체는 특정된 법정 회수사유 텍스트가 아니다(인가 없는 임의 교환은 인가 위반 행정처분 대상임).
