번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
71,"공역의 탄력적 사용(Flexible Use of Airspace, FUA) 및 안전 위험도 평가 시 고려 요소에 관한 설명으로 가장 올바르지 않은 것은?",,"안전 위험도 평가 시에는 항공기 종류, 공역 복잡성, 통신 시간 변수 등을 종합적으로 고려해야 한다.",군 또는 특수활동을 위해 유보된 공역이라도 모든 공역 사용자가 안전하게 이용할 수 있도록 탄력적 사용 절차를 수립할 수 있다.,탄력적 사용을 위한 합의서에는 관련 공역의 가용 기간과 사용 제한사항 등이 명시되어야 한다.,관제수용량을 증대시키기 위해 어떠한 경우에도 최저분리간격(Separation Minima)은 안전 평가 없이 절반으로 축소할 수 있다.,4,"[항공교통업무기준 제32조, 별표1 2.6] 분리최저치 축소는 대표적인 '안전 위험도 평가(Safety risk assessment)' 필수 수행 대상이다. 평가 없이 축소하는 것은 엄격히 금지된다."
72,관제사-조종사 데이터링크통신(CPDLC) 서비스 제공에 관련된 내용으로 옳은 것을 모두 고른 것은?,"가. 연결 개시, 메시지 교환, 연결 실패 등에 대한 절차를 수립 적용해야 한다.
나. 통신 개시를 위한 로그온 어드레스 등은 항공정보간행물(AIP)에 고시되어야 한다.
다. 데이터링크 개시가 실패한 경우, 시스템은 관제시설에만 실패 알림을 주며 조종사에게는 알리지 않는다.
라. 데이터링크를 통해 통신을 전달(Forwarding)할 때에는 충분한 시간 내에 업데이트된 어드레스 정보를 항공기에 전달해야 한다.","가, 나","가, 나, 라","나, 다, 라","가, 다, 라",2,[항공교통업무기준 제59조의2] 다: 조종사에 의해 개시된 로그온 실패 시 시스템은 '해당 조종사'에게도 데이터링크 개시 실패 알림을 제공해야 한다.
73,저시정절차(Low Visibility Procedures) 수립 시 고려사항으로 가장 거리가 먼 것은?,,기동지역 내 인원 및 차량 이동을 전면적으로 금지하여 어떠한 예외도 두지 않는다.,CAT II/III 정밀계기운항이 진행 중인 ILS 방위각 및 활공각 제공시설의 전파민감구역 보호에 주의를 기울여야 한다.,비상차량의 우선순위를 준수하는 조건에서 지상이동 항공기와 차량의 분리를 위한 절차를 수립한다.,비행장관제탑은 저시정 운영을 위해 공항운영자와 협의하여 관련 절차를 표준운영절차에 수록해야 한다.,1,[항공교통업무기준 제43조제1항] 저시정절차 운영 시 인원 및 차량 이동을 '최소한으로 제한'하는 것이며 예외 없는 전면 금지가 아니다. 비상차량 등 필수 통행은 허용된다.
74,다음 중 항공교통관제허가 복창(Read-back)에 관한 내용으로 올바르지 않은 것은?,,"활주로 진입, 착륙, 횡단, 역주행 허가는 조종사가 반드시 복창해야 하는 사항이다.",관제사는 조종사의 복창이 자신이 발부한 내용과 일치하는지 경청하고 틀린 경우 즉시 수정해야 한다.,SSR 배정부호(Mode 3/A)와 고도계 수정치도 복창 대상에 포함된다.,"조종사는 조건부 허가사항에 대해 무조건 ""ROGER""로만 짧게 응답해야 하며, 그 외의 복창은 금지된다.",4,"[항공교통업무기준 제42조제4항] 조종사는 조건부 허가사항에 대해 이해하고 이행하겠다는 것을 '명확한 방법으로 복창하거나 응답'해야 한다. ""ROGER""로만 짧게 끝내도록 강제하거나 복창을 금지하는 것은 규정에 어긋난다."
75,항공교통업무 통신 기록(Recording) 및 보존에 대한 요구사항 중 바르게 설명된 것은?,,관제석에서 발생하는 배경음향 녹음은 개인 사생활 침해를 우려하여 어떠한 경우에도 금지된다.,항공기 사고와 관련된 통신 녹음자료는 해당 기관장 사전 승인 없이 외부에 반출할 수 있다.,음성녹음시스템에 대한 녹음장비와 감시자료 녹화 장치는 매일 점검해야 한다.,항공기 피랍 관련 녹음자료는 소송에 대비하여 조사 처리 완료 후 6개월간만 보존하면 된다.,3,"[항공교통업무기준 제101조, 제103조] 1: 근무자 동의 시 설치 가능. 2: 기관장 사전 승인 없이 외부 반출 금지. 4: 조사 완료 후 '3년간' 추가 보존."
76,관할구역 내를 비행하는 항공기 중 '표류항공기(Strayed aircraft)' 인지 시 관제시설의 조치에 해당하지 않는 것은?,,"통신이 유지되고 있지 않은 경우, 양방향 무선교신을 시도한다.",항행에 영향을 미칠 가능성이 있는 모든 상황을 고려하여 인접/관련 시설에 통보한다.,관계 군 시설에 표류항공기에 관한 비행계획 자료를 제공한다.,해당 항공기를 위험 요소로 간주하여 즉각적인 영공 퇴거 명령을 일방적으로 선포한다.,4,"[항공교통업무기준 제29조제1항] 표류항공기에 대해서는 보호·지원을 목적으로 교신 시도, 위치 파악, 관련 기관(군 포함) 통보 등의 조치를 신속히 취해야 한다. 일방적인 퇴거 선포 규정은 없다."
77,항공기 비상단계(Emergency phase)와 그에 따른 부호(Code) 연결이 옳지 않은 것은?,,INCERFA - 불확실 단계,ALERFA - 경보 단계,DETRESFA - 조난 단계,EMERFA - 비상 종료 단계,4,"[항공교통업무기준 제5조제117호] 비상단계 부호는 INCERFA(불확실), ALERFA(경보), DETRESFA(조난) 세 가지로 구분된다. EMERFA라는 부호는 규정되어 있지 않다."
78,비행정보실(FIC)의 통계자료 작성과 관련된 규정 중 올바른 설명은?,,레이더 위치추적 및 비행정보 처리량은 주간 단위로 집계하여 기록한다.,AFTN 비행계획서 및 전문 처리량은 매일 12:00 기준으로 정리한다.,"남북한 간 운항실적, 영공통과 항공기 운항 대수 등은 매일 24:00 기준으로 정리하여 업무일지에 기록한다.",비행계획서 처리량 통계는 항공교통본부장에게만 구두로 보고하고 문서화하지 않는다.,3,"[항공교통업무기준 제100조제4항] 비행정보실은 영공통과, 남북한 운항실적, AFTN 처리량 등을 '매일 24:00 기준'으로 정리하여 업무일지에 기록하여야 한다."
79,항공교통관제사가 시계비행 항공기(VFR flight)에게 비행정보를 제공할 때 가장 적절한 조치는?,,C등급 공역 내 VFR 항공기와 IFR 항공기 간에는 어떠한 분리도 적용하지 않고 단순히 정보만 제공한다.,VFR로 비행하는 항공기에게 시계비행이 불가능할 것 같은 비행로의 기상상태 및 교통 정보를 제공하여야 한다.,VFR 항공기의 속도는 IFR 항공기의 분리 최저치를 맞추기 위해 강제적으로 지시할 수 있다.,VFR 항공기는 위치보고 의무가 전면 면제된다.,2,[항공교통업무기준 제47조제4항] 항공교통업무시설은 시계비행규칙(VFR)에 따라 비행하는 항공기에게 시계비행이 불가능할 것 같은 항공로에 대한 교통 및 기상상태 정보를 제공하여야 한다. (보기 1: C등급 공역에서 VFR-IFR 간 분리 제공)
80,다음 중 항공교통업무제공자가 수행하는 '안전 위험도 평가(Safety risk assessment)'의 목적 및 절차와 가장 거리가 먼 것은?,,공역 및 공항에 적용되는 분리최저치를 축소하고자 할 때 허용 가능한 안전수준을 확인하기 위함이다.,안전 위험도 평가 결과 수용 가능한 안전수준이 확보된 이후에만 변경 사항을 적용할 수 있다.,새로운 감시시스템 장비를 도입하는 경우 기존 장비보다 우수하므로 안전 위험도 평가를 즉시 면제할 수 있다.,변경 사항 적용 후에도 시스템 및 절차가 안전수준을 유지하는지 지속적인 사후 감시를 실시해야 한다.,3,"[항공교통업무기준 제32조] 새로운 통신, 감시시스템 등을 도입하는 경우 '중대한 변경'에 해당하므로 반드시 사전에 안전 위험도 평가를 수행하여야 한다."
81,항공교통관제업무 제공 시 적용되는 최저비행고도(Minimum Flight Altitudes) 결정에 대한 설명으로 옳은 것은?,,최저비행고도는 항공기 운항의 효율성만을 고려하여 국토교통부장관이 임의로 설정할 수 있다.,최저비행고도는 해당 구역 내에 위치한 통제장애물 상공에 최저장애물회피기준을 적용하여 결정되어야 한다.,관할 항공로에 대한 최저비행고도 설정은 항공정보간행물(AIP)에 고시하지 않아도 무방하다.,최저비행고도는 IFR 항공기에만 적용되며 VFR 항공기는 해당 기준에서 배제된다.,2,[항공교통업무기준 제27조] 제2항에 따라 최저비행고도는 해당 구역 내에 위치한 통제장애물 상공에 최저장애물회피기준을 적용하여 결정되어야 한다. 1항에 따라 AIP에 고시하여야 한다.
82,비상항공기(Emergency Aircraft) 지원에 관한 세부절차 중 올바르지 않은 것은?,,"불법간섭행위가 발생하였거나 의심되는 경우, 해당 항공기의 요청에 신속히 응하고 비행안전 정보를 지속적으로 송신해야 한다.",관련 국가와 체결된 협정에 따라 해당 국가가 지정한 항공교통업무제공자에게 즉시 알려야 한다.,"비상 강하, 항공기 폭파 위협 등에 대한 세부절차는 표준운영절차에 수립하되, 국토교통부장관의 확인(acceptance) 없이 자체적으로 시행할 수 있다.","비상항공기 주변에서 운항하는 항공기에게 가능한 빨리 비상의 종류를 통보해야 한다 (단, 불법간섭 상황에서 통신이 상황을 악화시킬 우려가 있는 경우는 예외).",3,"[항공교통업무기준 제28조] 제4항에 따라 불법 간섭, 폭파 위협, 비상 강하 등의 세부절차를 수립하여 시행하기 '전'에 국토교통부장관의 '확인(acceptance)'을 받아야 한다."
83,수직 분리최저치(Vertical Separation Minima)와 순항고도 배정에 관한 설명으로 가장 올바른 것은?,,관할 관제구역을 벗어나는 항공기에게는 인접 관제구역의 허가 없이도 목적지까지의 모든 상승고도를 한 번에 배정할 수 있다.,"항공기가 인접 관제구역의 최저 순항고도보다 낮은 고도로 진입할 경우, 조종사가 요청하지 않아도 다음 관제구역의 최저 순항고도 이상으로 상승 지시를 해야 한다.",순항상승(Cruise climb) 허가는 다른 항공기와의 협조 절차와 무관하게 언제든 적용 가능하다.,동일 목적지로 비행하는 항공기들의 순항고도는 모두 동일하게 배정하는 것을 원칙으로 한다.,2,[항공교통업무기준 별표1 5.3.3.4] 다음 관제구역 최저 순항고도보다 낮을 시 조종사 요청 없이도 최저 순항고도 이상으로 상승 지시해야 한다.
84,자동종속감시시설-방송(ADS-B) 및 데이터 형식에 대한 설명으로 틀린 것은?,,"ADS-B 지상시스템은 충돌 경고, 최저안전고도 경보 등 안전관련 경보를 전시할 수 있어야 한다.","ADS-B는 항공기, 공항 차량 등의 위치 및 추가적 정보를 데이터 링크를 통한 방송 모드로 송수신할 수 있다.",ADS-B는 조종사가 관제사에게 특정 계약(Contract) 조건을 명시적으로 승인받았을 때만 정보를 송출한다.,ADS-B에서 추출한 감시자료는 조사 및 훈련 목적으로 자동 기록되어야 하며 최소 30일간 보존된다.,3,"[항공교통업무기준 제5조, 제59조] ADS-B는 방송(Broadcast) 모드이므로 조건/계약 없이 자동으로 정보를 송수신한다. 계약 조건에 따라 정보를 전송하는 것은 ADS-C이다."
85,항공교통관제사가 시계비행기상상태(VMC)에서 항공기 자체분리를 허가(Clearances to fly maintaining own separation)하는 요건으로 옳지 않은 것은?,,C등급 공역에서 비행하는 IFR 항공기 간에는 어떠한 상황에서도 자체분리 비행을 허가할 수 없다.,"D, E 등급 공역에서 시계비행 기상상태로 비행하는 항공기 간에는 조종사가 요구하는 경우 특정 구간에서 자체분리를 허가할 수 있다.",VMC 자체분리 허가는 항공교통업무제공자가 별도로 정한 기준에 따른다.,VMC 하 자체분리 허가는 주간 및 야간에 제한 없이 항상 적용된다.,4,"[항공교통업무기준 제38조제4항, 별표1 5.2.1] VMC 자체분리 비행 허가는 일반적으로 '주간(Daytime)'에 VMC 조건으로 항공기 간 자체분리를 유지하면서 상승 또는 강하하도록 허가받은 경우에 한정된다."
86,관제비행장 주변에서 도착 항공기 관제(Control of arriving aircraft) 절차에 대한 설명으로 올바른 것은?,,"비행장관제탑은 도착 항공기의 접근순서를 결정할 때, IFR 항공기보다 VFR 항공기에게 항상 우선권을 부여해야 한다.",도착항공기에게 최종접근 중 활주로시단 7km(4NM) 이내에서는 속도조절 지시를 하지 않아야 한다.,도착 항공기가 착륙 허가를 받으면 공항 정보 자동방송(ATIS)의 청취 의무가 소멸되므로 고도계 수정치를 확인할 필요가 없다.,착륙을 완료한 항공기는 비행장관제탑의 지시 없이도 자유롭게 유도로를 이탈할 수 있다.,2,[항공교통업무기준 별표1 4.6.3.7] 최종접근 중인 도착 항공기에게 활주로시단 7km(4NM) 이내에서는 속도조절 지시를 하여서는 안 된다.
87,항공교통관제사의 피로관리에 대한 설명으로 올바른 것을 <보기>에서 고른 것은?,"가. 관제업무시간(Time-in-position)은 휴식시간을 포함하여 근무석에 배정된 총 시간을 의미한다.
나. 항공교통관제시설의 장은 피로 데이터 확보를 위해 구축된 피로관리프로그램을 활용해야 한다.
다. 관제사의 야간 근무는 월 최대 10회를 초과할 수 없다.
라. 비관제업무시간은 관제사의 전체 근무시간 중 관제업무시간을 제외한 나머지 시간을 말한다.","가, 나","나, 라","가, 다, 라","나, 다, 라",2,"[항공교통업무기준 제5조, 제32조의2] 가: '관제업무시간'은 관제석에서 허가/지시 등을 실제로 제공한 시간이다 (휴식시간 불포함). 나, 라: 올바른 정의 및 지침이다. 다: 규정상 야간 근무 횟수를 명시적으로 10회로 제한하는 문구는 없다."
88,항공교통업무 통신 중 회의통신(Conference communication)에 관한 내용으로 옳지 않은 것은?,,세 곳 이상의 장소에서 동시에 직접 통화 회의를 할 수 있는 통신시설을 말한다.,일반적으로 회의통신은 15초 이내에 연결이 이루어져야 한다.,회의통신 시스템은 비상 시를 제외하고는 녹음 대상에서 제외된다.,지역관제시설 및 비행정보실 간의 협조를 위해 직접통화에 의한 회의통신이 요구될 수 있다.,3,[항공교통업무기준 제57조제4항] 항공교통업무시설 간 직접대화 등 관련된 모든 시설들은 예외 없이 자동기록(녹음)장치를 갖추어야 한다.
89,다음 중 항공교통업무 매뉴얼 수립 등(제8조의2)에 관한 설명으로 가장 올바른 것은?,,항공교통업무 집행총괄기관은 매뉴얼 수립 시 국제민간항공기구 지역보충절차(Doc 7030)를 반드시 전면 배제해야 한다.,"항공교통업무 매뉴얼을 수립하거나 변경하려는 경우, 자체적으로 공고한 후 즉시 시행할 수 있다.","국토교통부장관은 제출받은 매뉴얼에 대해 보완을 요청할 수 있으며, 관련 절차와의 적합성 등을 확인(acceptance)해야 한다.",매뉴얼 수립 시 관련 항공교통업무시설과는 독립적으로 집행총괄기관 단독으로 작성해야 한다.,3,"[항공교통업무기준 제8조의2] 국토교통부장관은 제출받은 매뉴얼을 확인(acceptance)해야 하며 보완을 요청할 수 있다. (수립 시 관련 시설과 긴밀히 협의해야 함, Doc 7030 적용 여부 검토해야 함)"
90,비행정보업무(Flight Information Service)의 범위에 포함되는 정보로 올바르지 않은 것은?,,SIGMET 및 AIRMET 정보,방사선물질 또는 독성 화학물질의 대기 중 방사에 관한 정보,관제공역 내 모든 IFR 항공기 간의 직접적인 수직분리 보장 지시,무인자유기구에 관한 정보,3,"[항공교통업무기준 제47조] 비행정보업무는 정보/조언을 제공하는 것이며, 분리를 보장하고 지시하는 것은 '항공교통관제업무'의 영역이다."
91,항공교통관제사의 근무인원 산정 시 고려해야 할 요소(별표 25)에 포함되지 않는 것은?,,관제석 운영 시간 및 소요 인력,교통량 복잡도,관제사의 연령 및 신체 등급,"법정 근무시간 및 휴게시간, 직무교육훈련 성공률",3,"[항공교통업무기준 제97조, 별표25] 관제인원 산정 시 관제석 운영 시간, 복잡도, 소요 인력, 휴게시간, 비운영 시간, 퇴직률, 훈련 성공률, 예비인력 등을 고려하며, 연령/신체 등급을 직접적인 인원 산정 공식 변수로 명시하지 않는다."
92,계기접근절차(Instrument Approach Procedure)와 관련된 용어 설명 중 틀린 것은?,,결심고도(DA)란 수직유도가 있는 접근에서 조종사가 시각 참조물을 확보하지 못한 경우 실패접근을 시작해야 하는 평균해면고도 기준 고도이다.,장애물회피고도(OCA)는 장애물 회피 기준을 준수하기 위해 평균해수면으로부터 설정된 가장 낮은 고도를 의미한다.,비정밀 접근절차는 수평 및 수직 항행 유도를 모두 이용하는 3D 계기접근운영을 원칙으로 설계된 절차이다.,"정밀접근절차(PA)는 ILS, MLS 등 항행시스템에 기반하여 3D 계기접근운영을 제공한다.",3,[항공교통업무기준 별표1 제1장 정의] 비정밀 접근절차는 '수평 항행 유도'만을 이용하는 2D 계기접근운영을 위해 설계된 계기접근절차이다.
93,비상항공기 주변 항공기에 대한 정보 제공(제55조)에 관한 설명으로 가장 적절한 것은?,,불법간섭 항공기에 대해서는 주변 항공기에게도 무조건 비상 상황임을 즉시 상세히 전파해야 한다.,"항공기가 비상 상태에 있음이 확인되면, 그 주변 항공기에게 가능한 한 빨리 비상의 종류를 통보해야 한다 (불법간섭 관련 특정 예외 조항 제외).",불법간섭 항공기가 무선으로 통신을 시작한 경우라도 관제사는 관련 언급을 일절 해선 안 된다.,주변 항공기에게 정보를 제공할 때는 관제사 임의의 부호로 암호화하여 전달해야 한다.,2,"[항공교통업무기준 제55조] 주변 항공기에게 가능한 한 빨리 통보하되, 불법간섭의 경우 상황 악화를 막기 위해 당해 항공기가 먼저 언급하지 않는 한 무선으로 언급을 제한하는 예외 규정이 있다."
94,항공고시보(NOTAM) 발령 등에 관한 항공정보업무기관과의 협조 사항으로 옳지 않은 것은?,,민간항공기에 대한 잠재적 위험활동 정보는 적절한 시기에 공고할 수 있도록 협의되어야 한다.,항행시스템의 신설이나 변경 정보는 충분한 시간을 두고 협의하여 NOTAM 또는 AIP로 공지되게 한다.,우발상황이 발생한 경우 지체 없이 항공정보업무기관에 통보하여 항공고시보가 발행되도록 한다.,관할 공역 내 임시 장애물 발생 정보는 항공정보업무기관을 거치지 않고 관제탑에서 자체적으로만 관리한다.,4,"[항공교통업무기준 제26조, 제35조] 비행업무 관련 종사자가 필수적으로 알아야 할 안전 정보, 임시 위험/장애 요소는 항공정보업무기관에 통보하여 NOTAM 등으로 신속히 배포되도록 해야 한다."
95,관제사 피로관리 및 임산부 관제사 보호조치에 관한 설명으로 옳은 것을 모두 고른 것은?,"가. 항공교통업무기관의 장은 소속 관제사에게 피로관리에 관한 기준과 정책을 알려야 한다.
나. 임신한 관제사는 임신을 포함한 현재 건강상태를 필요 시 기관장에게 보고해야 한다.
다. 임산부 관제사가 의사 권고 등으로 정상근무가 불가하다고 알린 경우, 관제석 및 근무시간을 조정해야 한다.
라. 관제사 근무편성 시 휴무시간(Non-duty Period)은 근무 전후로 반드시 보장되어야 한다.","가, 나","다, 라","가, 나, 다","가, 나, 다, 라",4,"[항공교통업무기준 제32조의2, 제98조] 피로관리 정책 공지, 임산부 보호를 위한 휴식/근무조정, 휴무시간 보장 등 가~라 모두 올바른 규정이다."
96,접근관제업무 제공 시 항공교통 감시시스템(ATS surveillance system)의 사용과 관련된 설명 중 틀린 것은?,,접근관제소는 감시자료를 기반으로 도착 및 출발 항공기에 대해 원활한 항공교통 흐름을 조성해야 한다.,"정밀접근레이더(PAR)를 제외하고, 감시레이더는 최종 접근 단계에 있는 항공기를 유도할 목적으로 사용되어서는 안 된다.",감시시스템이 고장난 경우 비상 조치로 비감시 분리최저치의 절반을 일시 적용할 수 있다.,"1차 감시레이더(PSR)만 구비된 경우, 조종사에게 배정된 코드(Code)를 활용한 식별 방법은 제한될 수 있다.",2,[항공교통업무기준 별표1 제8장 8.9] 감시레이더는 접근하는 항공기를 최종접근구간(ILS/MLS/GLS 등)으로 유도(Vectoring)하거나 시각접근을 하도록 유도하는 데 적극 사용될 수 있다.
97,항공기 식별(Identification)에 관한 설명으로 가장 올바른 것은?,,모든 항공기는 비행계획 제출 시 배정받은 SSR 코드 4자리를 비행 종료 시까지 절대 변경할 수 없다.,표류항공기(Strayed aircraft)는 다른 관제시설에서 미식별항공기(Unidentified aircraft)로 간주될 수도 있다.,식별되지 않은 항공기에 대해서는 어떠한 교통정보(Traffic info)도 주변 항공기에 제공할 수 없다.,"관제이양을 수행할 때, 인수시설은 인계시설이 제공한 레이더 자료를 무시하고 반드시 항공기를 처음부터 새로 식별해야 한다.",2,"[항공교통업무기준 제5조 68의2] 하나의 항공기가 어느 시설에서는 표류항공기로, 다른 시설에서는 미식별항공기로 간주될 수 있다."
98,항공로 교체비행장(En-route alternate aerodrome)과 쌍발항공기 장거리운항 교체비행장(ETOPS alternate)의 구분에 관한 설명 중 옳은 것은?,,둘 다 항공기가 이륙 직후 착륙해야 할 때 사용하는 비행장이다.,쌍발항공기 장거리운항(ETOPS) 교체비행장은 쌍발항공기가 장거리 운항 중 엔진정지 등 비정상상황 시 착륙할 수 있는 비행장을 지칭한다.,항공로 교체비행장은 반드시 출발 비행장과 동일한 국가 내에 위치해야 한다.,두 비행장 모두 목적지 비행장에 착륙할 수 없을 때 마지막으로 선택하는 비행장을 의미한다.,2,"[항공교통업무기준 제5조제16호] ETOPS 교체비행장은 쌍발항공기가 장거리 운항 중 엔진정지, 비정상상황 시 착륙할 수 있는 교체비행장을 의미한다."
99,다변측정감시시설(MLAT)의 정의와 특징에 대한 내용으로 옳지 않은 것은?,,이동물체의 신호가 3개 이상의 수신기로 전송된다.,전송된 신호의 도래 시간차(TDOA)를 계산하여 위치를 측정한다.,일반적으로 2차 감시레이더(SSR) 응답기 신호를 기반으로 작동한다.,1차 레이더 반사파의 크기만을 단독으로 분석하여 위치를 결정한다.,4,"[항공교통업무기준 제5조, 별표1 제1장] MLAT은 신호의 도래 시간차(TDOA) 기법을 사용하여 SSR 트랜스폰더 신호 등으로부터 위치를 산출하는 장비이다. 1차 레이더 반사파 단독 분석 방식이 아니다."
100,관제탑에서 항공교통관제사가 착용할 수 없는 색안경에 해당하지 않는 것은?,,회색(Photo Gray) 안경,편광 색안경,빛 반사를 줄이기 위한 규격 내 일반 선글라스,"위 1, 2 모두 관제사가 착용할 수 없다.",3,[항공교통업무기준 제106조제4항] 관제탑 관제사는 업무 수행 중 '회색(Photo Gray) 안경' 및 '편광 색안경'을 착용하여서는 아니 된다. (일반적인 선글라스에 대해 전면 금지하는 규정은 아니며 특정 유형을 금지함)
